OG0000000: fig|200643.9.peg.1265 fig|200643.9.peg.1260 fig|200643.9.peg.1269 fig|200643.9.peg.1245 fig|200643.9.peg.681 fig|200643.9.peg.1279 fig|200643.9.peg.2567 fig|200643.9.peg.1263 fig|200643.9.peg.1276 fig|200643.8.peg.1467 fig|200643.9.peg.480 fig|200643.9.peg.1267 fig|200643.9.peg.1798 fig|200643.9.peg.640 fig|200643.9.peg.1793 fig|200643.9.peg.1802 fig|200643.8.peg.672 fig|200643.9.peg.477 fig|200643.9.peg.676 fig|200643.9.peg.2568 fig|200643.9.peg.1284 fig|200643.9.peg.2564 fig|200643.9.peg.2570 fig|200643.9.peg.673 fig|200643.9.peg.646 fig|200643.9.peg.647 fig|200643.9.peg.2424 fig|200643.9.peg.2547 fig|200643.9.peg.644 fig|200643.9.peg.1237 fig|200643.9.peg.1807 fig|200643.9.peg.1041 fig|200643.9.peg.2566 fig|200643.9.peg.2413 fig|200643.9.peg.2559 fig|200643.9.peg.2573
OG0000001: fig|200643.9.peg.1020 fig|200643.9.peg.1019 fig|200643.9.peg.1018 fig|200643.9.peg.1017 fig|200643.9.peg.1532 fig|200643.9.peg.1531 fig|200643.9.peg.714 fig|200643.9.peg.1529 fig|200643.9.peg.1528 fig|200643.9.peg.1527 fig|200643.9.peg.1526 fig|200643.9.peg.715 fig|200643.9.peg.716 fig|200643.8.peg.1161 fig|200643.9.peg.1525 fig|200643.9.peg.1530 fig|200643.9.peg.1021 fig|200643.9.peg.1524
OG0000002: fig|200643.9.peg.1258 fig|200643.9.peg.2563 fig|200643.9.peg.657 fig|200643.9.peg.662 fig|200643.9.peg.1272 fig|200643.9.peg.682 fig|200643.10.peg.104 fig|200643.9.peg.706 fig|200643.9.peg.2405 fig|200643.9.peg.1796 fig|200643.9.peg.1231 fig|200643.9.peg.1241 fig|200643.9.peg.1037 fig|200643.9.peg.478
OG0000003: fig|200643.10.peg.520 fig|200643.9.peg.792 fig|200643.10.peg.36 fig|200643.8.peg.85 fig|200643.9.peg.913 fig|200643.8.peg.1719 fig|200643.8.peg.1717 fig|200643.10.peg.1619 fig|200643.8.peg.2068 fig|200643.10.peg.1615 fig|200643.10.peg.608 fig|200643.8.peg.2067
OG0000004: fig|200643.9.peg.1505 fig|200643.9.peg.1015 fig|200643.9.peg.2 fig|200643.9.peg.1185 fig|200643.9.peg.636 fig|200643.8.peg.1453 fig|200643.9.peg.1523 fig|200643.8.peg.1000 fig|200643.8.peg.2329 fig|200643.9.peg.2129 fig|200643.8.peg.2148 fig|200643.9.peg.375
OG0000005: fig|200643.8.peg.1825 fig|200643.9.peg.1091 fig|200643.10.peg.811 fig|200643.10.peg.559 fig|200643.8.peg.359 fig|200643.9.peg.109 fig|200643.9.peg.203 fig|200643.8.peg.1727 fig|200643.9.peg.2249 fig|200643.8.peg.883 fig|200643.10.peg.889
OG0000006: fig|200643.9.peg.2516 fig|200643.10.peg.527 fig|200643.9.peg.2515 fig|200643.8.peg.1139 fig|200643.9.peg.2435 fig|200643.8.peg.1138 fig|200643.8.peg.1012 fig|200643.10.peg.528 fig|200643.10.peg.526 fig|200643.10.peg.529
OG0000007: fig|200643.9.peg.2019 fig|200643.9.peg.2504 fig|200643.9.peg.717 fig|200643.9.peg.2502 fig|200643.8.peg.2326 fig|200643.8.peg.2327 fig|200643.9.peg.2505 fig|200643.8.peg.2323 fig|200643.8.peg.2324 fig|200643.9.peg.373
OG0000008: fig|200643.10.peg.1526 fig|200643.9.peg.2475 fig|200643.10.peg.1525 fig|200643.8.peg.1055 fig|200643.8.peg.1051 fig|200643.8.peg.1052 fig|200643.9.peg.2476 fig|200643.9.peg.2478 fig|200643.8.peg.1054
OG0000009: fig|200643.9.peg.1065 fig|200643.9.peg.1066 fig|200643.8.peg.794 fig|200643.8.peg.334 fig|200643.9.peg.1067 fig|200643.9.peg.1068 fig|200643.8.peg.335 fig|200643.8.peg.336 fig|200643.8.peg.793
OG0000010: fig|200643.10.peg.112 fig|200643.10.peg.106 fig|200643.10.peg.110 fig|200643.8.peg.1517 fig|200643.9.peg.1804 fig|200643.10.peg.1339 fig|200643.9.peg.1809 fig|200643.8.peg.1112
OG0000011: fig|200643.9.peg.2064 fig|200643.9.peg.228 fig|200643.8.peg.1547 fig|200643.9.peg.1571 fig|200643.9.peg.1570 fig|200643.8.peg.2020 fig|200643.8.peg.1199 fig|200643.8.peg.1200
OG0000012: fig|200643.9.peg.560 fig|200643.9.peg.1521 fig|200643.9.peg.561 fig|200643.9.peg.5 fig|200643.9.peg.6 fig|200643.8.peg.1451 fig|200643.8.peg.1620 fig|200643.8.peg.1450
OG0000013: fig|200643.10.peg.1528 fig|200643.8.peg.1058 fig|200643.10.peg.722 fig|200643.9.peg.2527 fig|200643.8.peg.1059 fig|200643.9.peg.2481 fig|200643.8.peg.1127
OG0000014: fig|200643.9.peg.2022 fig|200643.8.peg.815 fig|200643.10.peg.1838 fig|200643.8.peg.604 fig|200643.9.peg.1049 fig|200643.9.peg.450 fig|200643.10.peg.205
OG0000015: fig|200643.8.peg.2237 fig|200643.8.peg.2027 fig|200643.9.peg.1711 fig|200643.10.peg.1080 fig|200643.9.peg.1918 fig|200643.10.peg.636 fig|200643.10.peg.364
OG0000016: fig|200643.10.peg.556 fig|200643.9.peg.777 fig|200643.9.peg.778 fig|200643.9.peg.779 fig|200643.8.peg.97 fig|200643.8.peg.96 fig|200643.8.peg.98
OG0000017: fig|200643.9.peg.975 fig|200643.8.peg.758 fig|200643.8.peg.2000 fig|200643.8.peg.755 fig|200643.8.peg.748 fig|200643.8.peg.741 fig|200643.8.peg.744
OG0000018: fig|200643.8.peg.1077 fig|200643.9.peg.2501 fig|200643.9.peg.2500 fig|200643.8.peg.1079 fig|200643.8.peg.1078 fig|200643.9.peg.1226 fig|200643.9.peg.1227
OG0000019: fig|200643.10.peg.58 fig|200643.9.peg.782 fig|200643.8.peg.94 fig|200643.10.peg.1769 fig|200643.9.peg.1395 fig|200643.8.peg.559
OG0000020: fig|200643.9.peg.1719 fig|200643.10.peg.1116 fig|200643.9.peg.343 fig|200643.10.peg.363 fig|200643.8.peg.1897 fig|200643.8.peg.1326
OG0000021: fig|200643.8.peg.721 fig|200643.9.peg.989 fig|200643.9.peg.988 fig|200643.8.peg.722 fig|200643.10.peg.1496 fig|200643.10.peg.1497
OG0000022: fig|200643.10.peg.1530 fig|200643.10.peg.1859 fig|200643.8.peg.231 fig|200643.8.peg.1060 fig|200643.9.peg.2380 fig|200643.9.peg.2482
OG0000023: fig|200643.10.peg.1895 fig|200643.10.peg.1894 fig|200643.9.peg.2345 fig|200643.8.peg.195 fig|200643.8.peg.194 fig|200643.9.peg.2344
OG0000024: fig|200643.9.peg.1890 fig|200643.8.peg.2212 fig|200643.9.peg.1892 fig|200643.10.peg.467 fig|200643.10.peg.464 fig|200643.8.peg.2210
OG0000025: fig|200643.8.peg.1408 fig|200643.10.peg.680 fig|200643.9.peg.1639 fig|200643.10.peg.749 fig|200643.9.peg.607 fig|200643.8.peg.1263
OG0000026: fig|200643.10.peg.1014 fig|200643.8.peg.1512 fig|200643.9.peg.486 fig|200643.8.peg.1511 fig|200643.9.peg.485 fig|200643.10.peg.1012
OG0000027: fig|200643.10.peg.1703 fig|200643.10.peg.1702 fig|200643.8.peg.1003 fig|200643.9.peg.539 fig|200643.8.peg.1005 fig|200643.8.peg.668
OG0000028: fig|200643.8.peg.989 fig|200643.8.peg.990 fig|200643.8.peg.993 fig|200643.9.peg.2140 fig|200643.9.peg.2139 fig|200643.9.peg.2134
OG0000029: fig|200643.9.peg.1494 fig|200643.9.peg.1501 fig|200643.9.peg.1500 fig|200643.8.peg.250 fig|200643.8.peg.253 fig|200643.8.peg.252
OG0000030: fig|200643.8.peg.1144 fig|200643.8.peg.1145 fig|200643.9.peg.2509 fig|200643.9.peg.2510 fig|200643.9.peg.1036 fig|200643.9.peg.1035
OG0000031: fig|200643.9.peg.1669 fig|200643.9.peg.1670 fig|200643.10.peg.140 fig|200643.8.peg.1294 fig|200643.8.peg.1293
OG0000032: fig|200643.8.peg.1932 fig|200643.8.peg.1931 fig|200643.9.peg.308 fig|200643.9.peg.309 fig|200643.10.peg.333
OG0000033: fig|200643.8.peg.1820 fig|200643.9.peg.1217 fig|200643.8.peg.1089 fig|200643.10.peg.421 fig|200643.9.peg.406
OG0000034: fig|200643.10.peg.1559 fig|200643.8.peg.1103 fig|200643.8.peg.1101 fig|200643.9.peg.1206 fig|200643.9.peg.1204
OG0000035: fig|200643.8.peg.1724 fig|200643.8.peg.1722 fig|200643.8.peg.1721 fig|200643.9.peg.106 fig|200643.10.peg.614
OG0000036: fig|200643.9.peg.1219 fig|200643.8.peg.1087 fig|200643.8.peg.1274 fig|200643.10.peg.1108 fig|200643.9.peg.1650
OG0000037: fig|200643.9.peg.897 fig|200643.10.peg.1633 fig|200643.9.peg.1394 fig|200643.8.peg.2083 fig|200643.8.peg.558
OG0000038: fig|200643.9.peg.690 fig|200643.9.peg.867 fig|200643.9.peg.700 fig|200643.8.peg.2113 fig|200643.10.peg.1731
OG0000039: fig|200643.8.peg.479 fig|200643.8.peg.478 fig|200643.8.peg.477 fig|200643.10.peg.1250 fig|200643.8.peg.476
OG0000040: fig|200643.9.peg.2428 fig|200643.9.peg.1810 fig|200643.10.peg.8 fig|200643.8.peg.1518 fig|200643.8.peg.1111
OG0000041: fig|200643.10.peg.1576 fig|200643.10.peg.1577 fig|200643.8.peg.1616 fig|200643.8.peg.1614 fig|200643.8.peg.1618
OG0000042: fig|200643.9.peg.645 fig|200643.9.peg.668 fig|200643.10.peg.111 fig|200643.9.peg.2577 fig|200643.8.peg.1468
OG0000043: fig|200643.8.peg.1857 fig|200643.8.peg.1868 fig|200643.9.peg.634 fig|200643.8.peg.1877 fig|200643.9.peg.369
OG0000044: fig|200643.9.peg.2499 fig|200643.8.peg.1076 fig|200643.9.peg.1225 fig|200643.8.peg.1081 fig|200643.8.peg.1080
OG0000045: fig|200643.8.peg.1720 fig|200643.10.peg.734 fig|200643.10.peg.897 fig|200643.9.peg.103
OG0000046: fig|200643.9.peg.1618 fig|200643.10.peg.757 fig|200643.8.peg.1243 fig|200643.8.peg.414
OG0000047: fig|200643.8.peg.1298 fig|200643.9.peg.1674 fig|200643.10.peg.892 fig|200643.10.peg.898
OG0000048: fig|200643.10.peg.1251 fig|200643.8.peg.1253 fig|200643.9.peg.1629 fig|200643.10.peg.609
OG0000049: fig|200643.10.peg.629 fig|200643.8.peg.1306 fig|200643.10.peg.1340 fig|200643.9.peg.1684
OG0000050: fig|200643.10.peg.1791 fig|200643.10.peg.1790 fig|200643.9.peg.1428 fig|200643.8.peg.316
OG0000051: fig|200643.9.peg.108 fig|200643.10.peg.891 fig|200643.10.peg.616 fig|200643.8.peg.1726
OG0000052: fig|200643.10.peg.1529 fig|200643.8.peg.829 fig|200643.10.peg.735 fig|200643.9.peg.962
OG0000053: fig|200643.10.peg.803 fig|200643.10.peg.801 fig|200643.8.peg.1351 fig|200643.8.peg.675
OG0000054: fig|200643.8.peg.58 fig|200643.9.peg.409 fig|200643.9.peg.1700 fig|200643.10.peg.1066
OG0000055: fig|200643.9.peg.909 fig|200643.9.peg.908 fig|200643.10.peg.1622 fig|200643.8.peg.2071
OG0000056: fig|200643.10.peg.1860 fig|200643.10.peg.1861 fig|200643.8.peg.225 fig|200643.9.peg.2375
OG0000057: fig|200643.10.peg.1022 fig|200643.9.peg.887 fig|200643.10.peg.1021 fig|200643.8.peg.2093
OG0000058: fig|200643.10.peg.146 fig|200643.8.peg.1604 fig|200643.10.peg.147 fig|200643.9.peg.2120
OG0000059: fig|200643.10.peg.450 fig|200643.8.peg.2199 fig|200643.9.peg.1878 fig|200643.10.peg.451
OG0000060: fig|200643.9.peg.2551 fig|200643.8.peg.1515 fig|200643.9.peg.482 fig|200643.10.peg.1337
OG0000061: fig|200643.9.peg.474 fig|200643.9.peg.1520 fig|200643.9.peg.1840 fig|200643.8.peg.579
OG0000062: fig|200643.8.peg.1613 fig|200643.8.peg.693 fig|200643.9.peg.1013 fig|200643.8.peg.1855
OG0000063: fig|200643.9.peg.689 fig|200643.8.peg.2114 fig|200643.9.peg.866 fig|200643.9.peg.699
OG0000064: fig|200643.9.peg.1401 fig|200643.9.peg.1402 fig|200643.8.peg.566 fig|200643.8.peg.567
OG0000065: fig|200643.8.peg.374 fig|200643.9.peg.1106 fig|200643.9.peg.1105 fig|200643.8.peg.373
OG0000066: fig|200643.9.peg.1496 fig|200643.9.peg.1503 fig|200643.9.peg.1502 fig|200643.8.peg.249
OG0000067: fig|200643.8.peg.332 fig|200643.8.peg.333 fig|200643.8.peg.578 fig|200643.9.peg.1412
OG0000068: fig|200643.9.peg.538 fig|200643.8.peg.1002 fig|200643.8.peg.1004 fig|200643.8.peg.669
OG0000069: fig|200643.9.peg.696 fig|200643.8.peg.1860 fig|200643.9.peg.370 fig|200643.9.peg.619
OG0000070: fig|200643.9.peg.709 fig|200643.9.peg.1040 fig|200643.9.peg.1275 fig|200643.8.peg.1516
OG0000071: fig|200643.8.peg.2284 fig|200643.10.peg.10 fig|200643.9.peg.1964
OG0000072: fig|200643.9.peg.1963 fig|200643.8.peg.2283 fig|200643.10.peg.11
OG0000073: fig|200643.9.peg.1961 fig|200643.10.peg.13 fig|200643.8.peg.2280
OG0000074: fig|200643.8.peg.2279 fig|200643.9.peg.1960 fig|200643.10.peg.14
OG0000075: fig|200643.9.peg.2514 fig|200643.10.peg.17 fig|200643.8.peg.1140
OG0000076: fig|200643.9.peg.2127 fig|200643.10.peg.18 fig|200643.8.peg.1611
OG0000077: fig|200643.10.peg.19 fig|200643.8.peg.1137 fig|200643.9.peg.2517
OG0000078: fig|200643.10.peg.20 fig|200643.8.peg.1136 fig|200643.9.peg.2518
OG0000079: fig|200643.8.peg.1135 fig|200643.9.peg.2519 fig|200643.10.peg.21
OG0000080: fig|200643.8.peg.1134 fig|200643.9.peg.2520 fig|200643.10.peg.22
OG0000081: fig|200643.10.peg.24 fig|200643.8.peg.66 fig|200643.9.peg.810
OG0000082: fig|200643.10.peg.25 fig|200643.8.peg.64 fig|200643.9.peg.812
OG0000083: fig|200643.9.peg.809 fig|200643.10.peg.30 fig|200643.8.peg.68
OG0000084: fig|200643.9.peg.808 fig|200643.10.peg.31 fig|200643.8.peg.69
OG0000085: fig|200643.8.peg.71 fig|200643.9.peg.806 fig|200643.10.peg.33
OG0000086: fig|200643.9.peg.2159 fig|200643.8.peg.965 fig|200643.10.peg.34
OG0000087: fig|200643.9.peg.805 fig|200643.10.peg.35 fig|200643.8.peg.72
OG0000088: fig|200643.9.peg.804 fig|200643.8.peg.73 fig|200643.10.peg.37
OG0000089: fig|200643.10.peg.39 fig|200643.9.peg.802 fig|200643.8.peg.75
OG0000090: fig|200643.10.peg.41 fig|200643.9.peg.800 fig|200643.8.peg.77
OG0000091: fig|200643.10.peg.43 fig|200643.8.peg.80 fig|200643.9.peg.797
OG0000092: fig|200643.10.peg.44 fig|200643.9.peg.796 fig|200643.8.peg.81
OG0000093: fig|200643.8.peg.86 fig|200643.9.peg.791 fig|200643.10.peg.49
OG0000094: fig|200643.8.peg.87 fig|200643.10.peg.50 fig|200643.9.peg.790
OG0000095: fig|200643.9.peg.787 fig|200643.8.peg.90 fig|200643.10.peg.53
OG0000096: fig|200643.8.peg.91 fig|200643.9.peg.786 fig|200643.10.peg.54
OG0000097: fig|200643.9.peg.784 fig|200643.10.peg.56 fig|200643.8.peg.93
OG0000098: fig|200643.10.peg.57 fig|200643.9.peg.785 fig|200643.8.peg.92
OG0000099: fig|200643.8.peg.102 fig|200643.9.peg.773 fig|200643.10.peg.60
OG0000100: fig|200643.9.peg.776 fig|200643.8.peg.99 fig|200643.10.peg.62
OG0000101: fig|200643.8.peg.100 fig|200643.10.peg.63 fig|200643.9.peg.775
OG0000102: fig|200643.8.peg.101 fig|200643.10.peg.64 fig|200643.9.peg.774
OG0000103: fig|200643.9.peg.2067 fig|200643.10.peg.65 fig|200643.8.peg.1550
OG0000104: fig|200643.8.peg.105 fig|200643.10.peg.66 fig|200643.9.peg.770
OG0000105: fig|200643.10.peg.68 fig|200643.9.peg.767 fig|200643.8.peg.108
OG0000106: fig|200643.10.peg.71 fig|200643.8.peg.111 fig|200643.9.peg.764
OG0000107: fig|200643.8.peg.112 fig|200643.9.peg.763 fig|200643.10.peg.73
OG0000108: fig|200643.8.peg.113 fig|200643.9.peg.762 fig|200643.10.peg.74
OG0000109: fig|200643.8.peg.115 fig|200643.9.peg.760 fig|200643.10.peg.76
OG0000110: fig|200643.8.peg.116 fig|200643.10.peg.77 fig|200643.9.peg.759
OG0000111: fig|200643.9.peg.758 fig|200643.10.peg.78 fig|200643.8.peg.117
OG0000112: fig|200643.10.peg.79 fig|200643.9.peg.757 fig|200643.8.peg.118
OG0000113: fig|200643.8.peg.120 fig|200643.10.peg.80 fig|200643.9.peg.755
OG0000114: fig|200643.10.peg.82 fig|200643.8.peg.121 fig|200643.9.peg.754
OG0000115: fig|200643.10.peg.83 fig|200643.9.peg.728 fig|200643.8.peg.147
OG0000116: fig|200643.9.peg.729 fig|200643.8.peg.146 fig|200643.10.peg.84
OG0000117: fig|200643.8.peg.144 fig|200643.9.peg.731 fig|200643.10.peg.86
OG0000118: fig|200643.8.peg.143 fig|200643.9.peg.732 fig|200643.10.peg.87
OG0000119: fig|200643.9.peg.735 fig|200643.8.peg.140 fig|200643.10.peg.90
OG0000120: fig|200643.8.peg.139 fig|200643.9.peg.736 fig|200643.10.peg.91
OG0000121: fig|200643.9.peg.1373 fig|200643.8.peg.537 fig|200643.10.peg.92
OG0000122: fig|200643.10.peg.93 fig|200643.8.peg.712 fig|200643.9.peg.998
OG0000123: fig|200643.10.peg.95 fig|200643.8.peg.711 fig|200643.9.peg.999
OG0000124: fig|200643.8.peg.710 fig|200643.10.peg.96 fig|200643.9.peg.1000
OG0000125: fig|200643.9.peg.1001 fig|200643.8.peg.709 fig|200643.10.peg.97
OG0000126: fig|200643.8.peg.706 fig|200643.9.peg.1004 fig|200643.10.peg.99
OG0000127: fig|200643.9.peg.1005 fig|200643.10.peg.100 fig|200643.8.peg.705
OG0000128: fig|200643.9.peg.2189 fig|200643.8.peg.943 fig|200643.10.peg.116
OG0000129: fig|200643.8.peg.946 fig|200643.9.peg.2186 fig|200643.10.peg.119
OG0000130: fig|200643.8.peg.948 fig|200643.9.peg.2184 fig|200643.10.peg.121
OG0000131: fig|200643.10.peg.123 fig|200643.8.peg.950 fig|200643.9.peg.2182
OG0000132: fig|200643.10.peg.125 fig|200643.9.peg.2180 fig|200643.8.peg.952
OG0000133: fig|200643.10.peg.126 fig|200643.8.peg.954 fig|200643.9.peg.2178
OG0000134: fig|200643.8.peg.969 fig|200643.10.peg.130 fig|200643.9.peg.2155
OG0000135: fig|200643.8.peg.970 fig|200643.9.peg.2154 fig|200643.10.peg.131
OG0000136: fig|200643.9.peg.2153 fig|200643.8.peg.971 fig|200643.10.peg.132
OG0000137: fig|200643.10.peg.133 fig|200643.8.peg.972 fig|200643.9.peg.2152
OG0000138: fig|200643.10.peg.134 fig|200643.9.peg.2151 fig|200643.8.peg.973
OG0000139: fig|200643.8.peg.974 fig|200643.9.peg.2150 fig|200643.10.peg.135
OG0000140: fig|200643.9.peg.2149 fig|200643.8.peg.975 fig|200643.10.peg.136
OG0000141: fig|200643.9.peg.2148 fig|200643.10.peg.137 fig|200643.8.peg.976
OG0000142: fig|200643.9.peg.2147 fig|200643.10.peg.138 fig|200643.8.peg.977
OG0000143: fig|200643.9.peg.1668 fig|200643.10.peg.139 fig|200643.8.peg.1292
OG0000144: fig|200643.9.peg.2116 fig|200643.10.peg.141 fig|200643.8.peg.1599
OG0000145: fig|200643.10.peg.144 fig|200643.9.peg.2119 fig|200643.8.peg.1603
OG0000146: fig|200643.10.peg.150 fig|200643.9.peg.2122 fig|200643.8.peg.1606
OG0000147: fig|200643.8.peg.1608 fig|200643.9.peg.2124 fig|200643.10.peg.153
OG0000148: fig|200643.8.peg.1591 fig|200643.10.peg.155 fig|200643.9.peg.2108
OG0000149: fig|200643.10.peg.160 fig|200643.9.peg.2093 fig|200643.8.peg.1576
OG0000150: fig|200643.10.peg.161 fig|200643.9.peg.2091 fig|200643.8.peg.1574
OG0000151: fig|200643.9.peg.2090 fig|200643.10.peg.162 fig|200643.8.peg.1573
OG0000152: fig|200643.10.peg.164 fig|200643.8.peg.1570 fig|200643.9.peg.2087
OG0000153: fig|200643.10.peg.165 fig|200643.9.peg.2086 fig|200643.8.peg.1569
OG0000154: fig|200643.10.peg.166 fig|200643.8.peg.1568 fig|200643.9.peg.2085
OG0000155: fig|200643.8.peg.1564 fig|200643.9.peg.2081 fig|200643.10.peg.169
OG0000156: fig|200643.8.peg.1562 fig|200643.9.peg.2079 fig|200643.10.peg.171
OG0000157: fig|200643.8.peg.1561 fig|200643.10.peg.172 fig|200643.9.peg.2078
OG0000158: fig|200643.9.peg.2073 fig|200643.8.peg.1556 fig|200643.10.peg.175
OG0000159: fig|200643.10.peg.179 fig|200643.8.peg.1555 fig|200643.9.peg.2072
OG0000160: fig|200643.10.peg.180 fig|200643.8.peg.1554 fig|200643.9.peg.2071
OG0000161: fig|200643.10.peg.181 fig|200643.8.peg.1553 fig|200643.9.peg.2070
OG0000162: fig|200643.9.peg.2066 fig|200643.10.peg.183 fig|200643.8.peg.1549
OG0000163: fig|200643.10.peg.184 fig|200643.9.peg.2065 fig|200643.8.peg.1548
OG0000164: fig|200643.8.peg.591 fig|200643.10.peg.187 fig|200643.9.peg.462
OG0000165: fig|200643.8.peg.592 fig|200643.9.peg.461 fig|200643.10.peg.188
OG0000166: fig|200643.9.peg.2063 fig|200643.10.peg.189 fig|200643.8.peg.1545
OG0000167: fig|200643.8.peg.1544 fig|200643.10.peg.190 fig|200643.9.peg.2062
OG0000168: fig|200643.10.peg.194 fig|200643.8.peg.1583 fig|200643.9.peg.2100
OG0000169: fig|200643.8.peg.1582 fig|200643.9.peg.2099 fig|200643.10.peg.197
OG0000170: fig|200643.10.peg.198 fig|200643.9.peg.2098 fig|200643.8.peg.1581
OG0000171: fig|200643.10.peg.208 fig|200643.8.peg.1587 fig|200643.9.peg.2104
OG0000172: fig|200643.9.peg.2061 fig|200643.8.peg.1543 fig|200643.10.peg.210
OG0000173: fig|200643.8.peg.1542 fig|200643.9.peg.2060 fig|200643.10.peg.211
OG0000174: fig|200643.8.peg.1541 fig|200643.10.peg.212 fig|200643.9.peg.2059
OG0000175: fig|200643.9.peg.2058 fig|200643.8.peg.1540 fig|200643.10.peg.213
OG0000176: fig|200643.9.peg.2057 fig|200643.10.peg.214 fig|200643.8.peg.1539
OG0000177: fig|200643.10.peg.215 fig|200643.9.peg.2052 fig|200643.8.peg.1534
OG0000178: fig|200643.9.peg.2050 fig|200643.8.peg.1532 fig|200643.10.peg.216
OG0000179: fig|200643.9.peg.2049 fig|200643.10.peg.217 fig|200643.8.peg.1531
OG0000180: fig|200643.8.peg.1529 fig|200643.9.peg.2046 fig|200643.10.peg.230
OG0000181: fig|200643.10.peg.231 fig|200643.9.peg.2045 fig|200643.8.peg.1528
OG0000182: fig|200643.10.peg.232 fig|200643.9.peg.2044 fig|200643.8.peg.1527
OG0000183: fig|200643.9.peg.2043 fig|200643.8.peg.1526 fig|200643.10.peg.233
OG0000184: fig|200643.8.peg.1524 fig|200643.9.peg.2041 fig|200643.10.peg.236
OG0000185: fig|200643.10.peg.237 fig|200643.8.peg.1523 fig|200643.9.peg.2040
OG0000186: fig|200643.10.peg.238 fig|200643.9.peg.2038 fig|200643.8.peg.1521
OG0000187: fig|200643.10.peg.239 fig|200643.9.peg.2037 fig|200643.8.peg.1520
OG0000188: fig|200643.10.peg.241 fig|200643.9.peg.848 fig|200643.8.peg.18
OG0000189: fig|200643.8.peg.17 fig|200643.10.peg.242 fig|200643.9.peg.849
OG0000190: fig|200643.9.peg.851 fig|200643.8.peg.15 fig|200643.10.peg.243
OG0000191: fig|200643.9.peg.853 fig|200643.8.peg.14 fig|200643.10.peg.244
OG0000192: fig|200643.9.peg.858 fig|200643.8.peg.9 fig|200643.10.peg.248
OG0000193: fig|200643.10.peg.249 fig|200643.8.peg.7 fig|200643.9.peg.859
OG0000194: fig|200643.10.peg.250 fig|200643.8.peg.6 fig|200643.9.peg.860
OG0000195: fig|200643.9.peg.862 fig|200643.10.peg.252 fig|200643.8.peg.4
OG0000196: fig|200643.9.peg.865 fig|200643.10.peg.255 fig|200643.8.peg.1
OG0000197: fig|200643.9.peg.243 fig|200643.8.peg.1997 fig|200643.10.peg.273
OG0000198: fig|200643.9.peg.244 fig|200643.8.peg.1996 fig|200643.10.peg.274
OG0000199: fig|200643.10.peg.275 fig|200643.8.peg.1995 fig|200643.9.peg.245
OG0000200: fig|200643.10.peg.276 fig|200643.8.peg.1994 fig|200643.9.peg.246
OG0000201: fig|200643.8.peg.1993 fig|200643.10.peg.277 fig|200643.9.peg.247
OG0000202: fig|200643.8.peg.1992 fig|200643.10.peg.278 fig|200643.9.peg.248
OG0000203: fig|200643.9.peg.249 fig|200643.10.peg.279 fig|200643.8.peg.1991
OG0000204: fig|200643.9.peg.250 fig|200643.10.peg.280 fig|200643.8.peg.1990
OG0000205: fig|200643.8.peg.1988 fig|200643.9.peg.252 fig|200643.10.peg.282
OG0000206: fig|200643.9.peg.253 fig|200643.8.peg.1987 fig|200643.10.peg.283
OG0000207: fig|200643.9.peg.254 fig|200643.10.peg.284 fig|200643.8.peg.1986
OG0000208: fig|200643.9.peg.255 fig|200643.8.peg.1985 fig|200643.10.peg.285
OG0000209: fig|200643.10.peg.286 fig|200643.8.peg.1984 fig|200643.9.peg.256
OG0000210: fig|200643.9.peg.257 fig|200643.8.peg.1983 fig|200643.10.peg.287
OG0000211: fig|200643.10.peg.288 fig|200643.8.peg.1982 fig|200643.9.peg.258
OG0000212: fig|200643.8.peg.1981 fig|200643.10.peg.289 fig|200643.9.peg.259
OG0000213: fig|200643.9.peg.260 fig|200643.10.peg.290 fig|200643.8.peg.1980
OG0000214: fig|200643.9.peg.261 fig|200643.8.peg.1979 fig|200643.10.peg.291
OG0000215: fig|200643.10.peg.292 fig|200643.8.peg.1978 fig|200643.9.peg.262
