"","x"
"1","OG0000007:"
"2","OG0000010:"
"3","OG0000011:"
"4","OG0000020:"
"5","OG0000027:"
"6","OG0000029:"
"7","OG0000049:"
"8","OG0000051:"
"9","OG0000060:"
"10","OG0000072:"
"11","OG0000076:"
"12","OG0000078:"
"13","OG0000080:"
"14","OG0000086:"
"15","OG0000087:"
"16","OG0000097:"
"17","OG0000105:"
"18","OG0000107:"
"19","OG0000108:"
"20","OG0000126:"
"21","OG0000129:"
"22","OG0000133:"
"23","OG0000135:"
"24","OG0000148:"
"25","OG0000152:"
"26","OG0000156:"
"27","OG0000157:"
"28","OG0000160:"
"29","OG0000163:"
"30","OG0000177:"
"31","OG0000191:"
"32","OG0000201:"
"33","OG0000210:"
"34","OG0000212:"
"35","OG0000218:"
"36","OG0000228:"
"37","OG0000230:"
"38","OG0000234:"
"39","OG0000242:"
"40","OG0000250:"
"41","OG0000254:"
"42","OG0000260:"
"43","OG0000294:"
"44","OG0000302:"
"45","OG0000333:"
"46","OG0000339:"
"47","OG0000347:"
"48","OG0000371:"
"49","OG0000378:"
"50","OG0000402:"
"51","OG0000403:"
"52","OG0000410:"
"53","OG0000421:"
"54","OG0000422:"
"55","OG0000440:"
"56","OG0000443:"
"57","OG0000445:"
"58","OG0000449:"
"59","OG0000453:"
"60","OG0000474:"
"61","OG0000475:"
"62","OG0000493:"
"63","OG0000509:"
"64","OG0000515:"
"65","OG0000533:"
"66","OG0000547:"
"67","OG0000558:"
"68","OG0000566:"
"69","OG0000570:"
"70","OG0000571:"
"71","OG0000572:"
"72","OG0000577:"
"73","OG0000579:"
"74","OG0000582:"
"75","OG0000583:"
"76","OG0000587:"
"77","OG0000591:"
"78","OG0000610:"
"79","OG0000613:"
"80","OG0000614:"
"81","OG0000623:"
"82","OG0000630:"
"83","OG0000632:"
"84","OG0000649:"
"85","OG0000652:"
"86","OG0000656:"
"87","OG0000662:"
"88","OG0000666:"
"89","OG0000667:"
"90","OG0000668:"
"91","OG0000676:"
"92","OG0000679:"
"93","OG0000682:"
"94","OG0000685:"
"95","OG0000735:"
"96","OG0000742:"
"97","OG0000748:"
"98","OG0000758:"
"99","OG0000775:"
"100","OG0000776:"
"101","OG0000778:"
"102","OG0000779:"
"103","OG0000795:"
"104","OG0000806:"
"105","OG0000813:"
"106","OG0000815:"
"107","OG0000820:"
"108","OG0000823:"
"109","OG0000828:"
"110","OG0000837:"
"111","OG0000839:"
"112","OG0000854:"
"113","OG0000858:"
"114","OG0000859:"
"115","OG0000890:"
"116","OG0000891:"
"117","OG0000896:"
"118","OG0000897:"
