"","x"
"1","OG0000050:"
"2","OG0000057:"
"3","OG0000098:"
"4","OG0000121:"
"5","OG0000131:"
"6","OG0000172:"
"7","OG0000193:"
"8","OG0000219:"
"9","OG0000288:"
"10","OG0000297:"
"11","OG0000300:"
"12","OG0000329:"
"13","OG0000330:"
"14","OG0000347:"
"15","OG0000349:"
"16","OG0000350:"
"17","OG0000354:"
"18","OG0000521:"
"19","OG0000582:"
"20","OG0000583:"
"21","OG0000587:"
"22","OG0000732:"
"23","OG0000822:"
"24","OG0000868:"
"25","OG0000921:"
"26","OG0000950:"
"27","OG0000963:"
"28","OG0000965:"
"29","OG0000978:"
"30","OG0000981:"
"31","OG0001008:"
"32","OG0001018:"
"33","OG0001028:"
"34","OG0001107:"
"35","OG0001130:"
"36","OG0001136:"
"37","OG0001167:"
"38","OG0001169:"
"39","OG0001170:"
"40","OG0001212:"
"41","OG0001229:"
"42","OG0001233:"
"43","OG0001263:"
"44","OG0001303:"
"45","OG0001308:"
"46","OG0001590:"
"47","OG0001806:"
"48","OG0001837:"
"49","OG0001921:"
"50","OG0002076:"
"51","OG0002118:"
"52","OG0002248:"
"53","OG0002286:"
"54","OG0002343:"
"55","OG0002424:"
"56","OG0002676:"
"57","OG0002753:"
"58","OG0002763:"
"59","OG0002883:"
"60","OG0002885:"
"61","OG0003008:"
"62","OG0003030:"
"63","OG0003033:"
"64","OG0003039:"
"65","OG0003246:"
"66","OG0003248:"
"67","OG0003251:"
"68","OG0003253:"
"69","OG0003506:"
"70","OG0003509:"
"71","OG0003510:"
"72","OG0003512:"
"73","OG0003515:"
"74","OG0003897:"
"75","OG0003898:"
"76","OG0003899:"
"77","OG0003900:"
"78","OG0003901:"
"79","OG0003903:"
"80","OG0004293:"
"81","OG0004294:"
"82","OG0004295:"
"83","OG0004299:"
"84","OG0004301:"
"85","OG0004302:"
"86","OG0004303:"
"87","OG0004304:"
"88","OG0005075:"
"89","OG0005076:"
"90","OG0005077:"
"91","OG0005078:"
"92","OG0005079:"
"93","OG0005080:"
"94","OG0005081:"
"95","OG0005082:"
"96","OG0005083:"
"97","OG0005084:"
"98","OG0005085:"
"99","OG0005086:"
"100","OG0005087:"
"101","OG0005088:"
"102","OG0005089:"
"103","OG0005090:"
"104","OG0005091:"
"105","OG0005092:"
"106","OG0005093:"
"107","OG0005094:"
"108","OG0005095:"
"109","OG0005096:"
"110","OG0000038:"
"111","OG0000047:"
"112","OG0000128:"
"113","OG0000139:"
"114","OG0000169:"
"115","OG0000240:"
"116","OG0000276:"
"117","OG0000292:"
"118","OG0000344:"
"119","OG0000345:"
"120","OG0000353:"
"121","OG0000368:"
"122","OG0000400:"
"123","OG0000682:"
"124","OG0000708:"
"125","OG0000710:"
"126","OG0000749:"
"127","OG0000750:"
"128","OG0000787:"
"129","OG0000788:"
"130","OG0000829:"
"131","OG0000848:"
"132","OG0000855:"
"133","OG0000906:"
"134","OG0000917:"
"135","OG0000918:"
"136","OG0000922:"
"137","OG0000937:"
"138","OG0000943:"
"139","OG0000967:"
"140","OG0000977:"
"141","OG0000979:"
"142","OG0001043:"
"143","OG0001049:"
"144","OG0001050:"
"145","OG0001131:"
"146","OG0001138:"
"147","OG0001226:"
"148","OG0001261:"
"149","OG0001326:"
"150","OG0001336:"
"151","OG0001425:"
"152","OG0001490:"
"153","OG0001535:"
"154","OG0001563:"
"155","OG0001569:"
"156","OG0001570:"
"157","OG0001588:"
"158","OG0001599:"
"159","OG0001613:"
"160","OG0001626:"
"161","OG0001690:"
"162","OG0001744:"
"163","OG0001809:"
"164","OG0001999:"
"165","OG0002055:"
"166","OG0002119:"
"167","OG0002238:"
"168","OG0002247:"
"169","OG0002265:"
"170","OG0002268:"
"171","OG0002283:"
"172","OG0002290:"
"173","OG0002291:"
"174","OG0002362:"
"175","OG0002612:"
"176","OG0002628:"
"177","OG0002629:"
"178","OG0002669:"
"179","OG0002751:"
"180","OG0002760:"
"181","OG0002882:"
"182","OG0003041:"
"183","OG0003244:"
