"","x"
"1","OG0000008:"
"2","OG0000009:"
"3","OG0000019:"
"4","OG0000041:"
"5","OG0000170:"
"6","OG0000220:"
"7","OG0000234:"
"8","OG0000272:"
"9","OG0000337:"
"10","OG0000404:"
"11","OG0000421:"
"12","OG0000470:"
"13","OG0000473:"
"14","OG0000474:"
"15","OG0000554:"
"16","OG0000568:"
"17","OG0000589:"
"18","OG0000595:"
"19","OG0000598:"
"20","OG0000611:"
"21","OG0000660:"
"22","OG0000835:"
"23","OG0000836:"
"24","OG0000837:"
"25","OG0000855:"
"26","OG0000856:"
"27","OG0001075:"
"28","OG0001084:"
"29","OG0001095:"
"30","OG0001125:"
"31","OG0001151:"
"32","OG0001158:"
"33","OG0001166:"
"34","OG0001194:"
"35","OG0001242:"
"36","OG0001271:"
"37","OG0001273:"
"38","OG0001332:"
"39","OG0001364:"
"40","OG0001371:"
"41","OG0001555:"
"42","OG0001561:"
"43","OG0001563:"
"44","OG0001573:"
"45","OG0001580:"
"46","OG0001609:"
"47","OG0001677:"
"48","OG0001682:"
"49","OG0001701:"
"50","OG0001727:"
"51","OG0001755:"
"52","OG0001759:"
"53","OG0001855:"
"54","OG0001865:"
"55","OG0001893:"
"56","OG0001929:"
"57","OG0001941:"
"58","OG0001955:"
"59","OG0002122:"
"60","OG0002155:"
"61","OG0002229:"
"62","OG0002230:"
"63","OG0002231:"
"64","OG0002239:"
"65","OG0002266:"
"66","OG0002440:"
"67","OG0002520:"
"68","OG0002567:"
"69","OG0002658:"
"70","OG0002674:"
"71","OG0002698:"
"72","OG0002785:"
"73","OG0002801:"
"74","OG0002809:"
"75","OG0002846:"
"76","OG0002850:"
"77","OG0003068:"
"78","OG0003229:"
"79","OG0003231:"
"80","OG0003238:"
"81","OG0003553:"
"82","OG0003554:"
"83","OG0003615:"
"84","OG0003623:"
"85","OG0003702:"
"86","OG0003703:"
"87","OG0003799:"
"88","OG0003814:"
"89","OG0003817:"
"90","OG0003895:"
"91","OG0003945:"
"92","OG0003956:"
"93","OG0003957:"
"94","OG0004061:"
"95","OG0004081:"
"96","OG0004107:"
"97","OG0004171:"
"98","OG0004174:"
"99","OG0004230:"
"100","OG0004287:"
"101","OG0004410:"
"102","OG0004411:"
"103","OG0004414:"
"104","OG0004415:"
"105","OG0004416:"
"106","OG0004439:"
"107","OG0004697:"
"108","OG0004762:"
"109","OG0008247:"
"110","OG0008248:"
"111","OG0008249:"
"112","OG0008250:"
"113","OG0008251:"
"114","OG0008252:"
"115","OG0008253:"
"116","OG0008254:"
"117","OG0008255:"
"118","OG0008256:"
"119","OG0008257:"
