"","x"
"1","OG0000210:"
"2","OG0000379:"
"3","OG0000397:"
"4","OG0000414:"
"5","OG0000728:"
"6","OG0000753:"
"7","OG0000754:"
"8","OG0000951:"
"9","OG0001013:"
"10","OG0001014:"
"11","OG0001020:"
"12","OG0001033:"
"13","OG0001110:"
"14","OG0001220:"
"15","OG0001248:"
"16","OG0001251:"
"17","OG0001258:"
"18","OG0001295:"
"19","OG0001390:"
"20","OG0001395:"
"21","OG0001416:"
"22","OG0001472:"
"23","OG0001576:"
"24","OG0001613:"
"25","OG0001648:"
"26","OG0001656:"
"27","OG0001717:"
"28","OG0001725:"
"29","OG0001742:"
"30","OG0001787:"
"31","OG0001968:"
"32","OG0002294:"
"33","OG0002430:"
"34","OG0002589:"
"35","OG0002602:"
"36","OG0002620:"
"37","OG0002626:"
"38","OG0002896:"
"39","OG0002937:"
"40","OG0002972:"
"41","OG0002977:"
"42","OG0002978:"
"43","OG0002983:"
"44","OG0003268:"
"45","OG0003285:"
"46","OG0003313:"
"47","OG0003591:"
"48","OG0003592:"
"49","OG0003662:"
"50","OG0003681:"
"51","OG0003815:"
"52","OG0003823:"
"53","OG0003936:"
"54","OG0004005:"
"55","OG0004008:"
"56","OG0004009:"
"57","OG0004016:"
"58","OG0004017:"
"59","OG0004021:"
"60","OG0004022:"
"61","OG0004024:"
"62","OG0004025:"
"63","OG0004027:"
"64","OG0004028:"
"65","OG0004031:"
"66","OG0004033:"
"67","OG0004325:"
"68","OG0004426:"
"69","OG0004427:"
"70","OG0004432:"
"71","OG0004433:"
"72","OG0004434:"
"73","OG0004519:"
"74","OG0004566:"
"75","OG0004567:"
"76","OG0004568:"
"77","OG0004569:"
"78","OG0004570:"
"79","OG0004573:"
"80","OG0004575:"
"81","OG0004576:"
"82","OG0004579:"
"83","OG0004583:"
"84","OG0004584:"
"85","OG0004587:"
"86","OG0004588:"
"87","OG0004599:"
"88","OG0004610:"
"89","OG0004612:"
"90","OG0004614:"
"91","OG0004615:"
"92","OG0004618:"
"93","OG0004619:"
"94","OG0004620:"
"95","OG0004622:"
"96","OG0004684:"
"97","OG0004685:"
"98","OG0004686:"
"99","OG0006123:"
"100","OG0006124:"
"101","OG0006125:"
"102","OG0006126:"
"103","OG0006127:"
"104","OG0006128:"
"105","OG0006129:"
"106","OG0006130:"
"107","OG0006131:"
"108","OG0006132:"
"109","OG0006133:"
"110","OG0006134:"
"111","OG0006135:"
"112","OG0006136:"
"113","OG0006137:"
"114","OG0006138:"
"115","OG0006139:"
"116","OG0006140:"
"117","OG0006141:"
"118","OG0006142:"
"119","OG0006143:"
"120","OG0006144:"
"121","OG0006145:"
"122","OG0006146:"
"123","OG0006147:"
"124","OG0006148:"
"125","OG0006149:"
"126","OG0006150:"
"127","OG0006151:"
"128","OG0006152:"
"129","OG0006153:"
"130","OG0006154:"
"131","OG0006155:"
"132","OG0006156:"
"133","OG0006157:"
"134","OG0006158:"
"135","OG0006159:"
"136","OG0006160:"
"137","OG0006161:"
"138","OG0006162:"
"139","OG0006163:"
"140","OG0006164:"
"141","OG0006165:"
"142","OG0006166:"
"143","OG0006167:"
"144","OG0006168:"
"145","OG0006169:"
"146","OG0006170:"
"147","OG0006171:"
"148","OG0006172:"
"149","OG0006173:"
"150","OG0006174:"
"151","OG0006175:"
"152","OG0006176:"
"153","OG0006177:"
"154","OG0006178:"
"155","OG0006179:"
"156","OG0006180:"
"157","OG0006181:"
"158","OG0006182:"
"159","OG0006183:"
"160","OG0006184:"
"161","OG0006185:"
"162","OG0006186:"
"163","OG0006187:"
"164","OG0006188:"
"165","OG0006189:"
"166","OG0006190:"
"167","OG0006191:"
"168","OG0006192:"
"169","OG0006193:"
"170","OG0006194:"
"171","OG0006195:"
"172","OG0006196:"
"173","OG0006197:"
"174","OG0006198:"
"175","OG0006199:"
"176","OG0006200:"
"177","OG0006201:"
"178","OG0006202:"
