"","x"
"1","OG0000069:"
"2","OG0000124:"
"3","OG0000197:"
"4","OG0000258:"
"5","OG0000259:"
"6","OG0000264:"
"7","OG0000293:"
"8","OG0000301:"
"9","OG0000325:"
"10","OG0000431:"
"11","OG0000432:"
"12","OG0000435:"
"13","OG0000436:"
"14","OG0000476:"
"15","OG0000478:"
"16","OG0000487:"
"17","OG0000488:"
"18","OG0000528:"
"19","OG0000529:"
"20","OG0000547:"
"21","OG0000682:"
"22","OG0000781:"
"23","OG0000782:"
"24","OG0000786:"
"25","OG0000827:"
"26","OG0000864:"
"27","OG0000865:"
"28","OG0000867:"
"29","OG0001062:"
"30","OG0001109:"
"31","OG0001111:"
"32","OG0001118:"
"33","OG0001127:"
"34","OG0001133:"
"35","OG0001189:"
"36","OG0001243:"
"37","OG0001254:"
"38","OG0001381:"
"39","OG0001498:"
"40","OG0001531:"
"41","OG0001539:"
"42","OG0001545:"
"43","OG0001560:"
"44","OG0001579:"
"45","OG0001635:"
"46","OG0001706:"
"47","OG0001782:"
"48","OG0001853:"
"49","OG0001854:"
"50","OG0001966:"
"51","OG0002008:"
"52","OG0002035:"
"53","OG0002153:"
"54","OG0002163:"
"55","OG0002165:"
"56","OG0002203:"
"57","OG0002283:"
"58","OG0002415:"
"59","OG0002416:"
"60","OG0002474:"
"61","OG0002523:"
"62","OG0002595:"
"63","OG0002610:"
"64","OG0002612:"
"65","OG0002613:"
"66","OG0002618:"
"67","OG0002690:"
"68","OG0002716:"
"69","OG0002717:"
"70","OG0002728:"
"71","OG0002740:"
"72","OG0002742:"
"73","OG0002820:"
"74","OG0002861:"
"75","OG0003120:"
"76","OG0003185:"
"77","OG0003193:"
"78","OG0003452:"
"79","OG0003462:"
"80","OG0003665:"
"81","OG0003783:"
"82","OG0003812:"
"83","OG0003818:"
"84","OG0003820:"
"85","OG0003824:"
"86","OG0003894:"
"87","OG0004103:"
"88","OG0004188:"
"89","OG0004193:"
"90","OG0004195:"
"91","OG0004196:"
"92","OG0004200:"
"93","OG0004201:"
"94","OG0004207:"
"95","OG0004208:"
"96","OG0004210:"
"97","OG0004211:"
"98","OG0004214:"
"99","OG0004216:"
"100","OG0004217:"
"101","OG0004219:"
"102","OG0004222:"
"103","OG0004223:"
"104","OG0004224:"
"105","OG0004225:"
"106","OG0004227:"
"107","OG0004229:"
"108","OG0004291:"
"109","OG0005063:"
"110","OG0005064:"
"111","OG0005065:"
"112","OG0005066:"
"113","OG0005067:"
"114","OG0005068:"
"115","OG0005069:"
"116","OG0005070:"
"117","OG0005071:"
"118","OG0005072:"
"119","OG0005073:"
"120","OG0005074:"
"121","OG0000008:"
"122","OG0000059:"
"123","OG0000106:"
"124","OG0000123:"
"125","OG0000275:"
"126","OG0000364:"
"127","OG0000369:"
"128","OG0000440:"
"129","OG0000588:"
"130","OG0000603:"
"131","OG0000779:"
"132","OG0000780:"
"133","OG0000828:"
"134","OG0000862:"
"135","OG0000892:"
"136","OG0000973:"
"137","OG0001112:"
"138","OG0001126:"
"139","OG0001179:"
"140","OG0001349:"
"141","OG0001359:"
"142","OG0001388:"
"143","OG0001402:"
"144","OG0001404:"
"145","OG0001415:"
"146","OG0001416:"
"147","OG0001497:"
"148","OG0001504:"
"149","OG0001532:"
"150","OG0001612:"
"151","OG0001640:"
"152","OG0001713:"
"153","OG0001725:"
"154","OG0001743:"
"155","OG0001792:"
"156","OG0001825:"
"157","OG0001860:"
"158","OG0001872:"
"159","OG0001982:"
"160","OG0002166:"
"161","OG0002167:"
"162","OG0002208:"
"163","OG0002230:"
"164","OG0002331:"
"165","OG0002384:"
"166","OG0002417:"
"167","OG0002560:"
"168","OG0002726:"
"169","OG0002741:"
"170","OG0002788:"
"171","OG0002857:"
"172","OG0003097:"
"173","OG0003127:"
"174","OG0003243:"
"175","OG0003376:"
"176","OG0003473:"
"177","OG0003816:"
"178","OG0003817:"
"179","OG0003821:"
