"","x"
"1","OG0000094:"
"2","OG0000112:"
"3","OG0000114:"
"4","OG0000145:"
"5","OG0000284:"
"6","OG0000305:"
"7","OG0000308:"
"8","OG0000394:"
"9","OG0000395:"
"10","OG0000462:"
"11","OG0000518:"
"12","OG0000556:"
"13","OG0000557:"
"14","OG0000558:"
"15","OG0000561:"
"16","OG0000562:"
"17","OG0000565:"
"18","OG0000749:"
"19","OG0000779:"
"20","OG0000780:"
"21","OG0000793:"
"22","OG0000797:"
"23","OG0000798:"
"24","OG0000802:"
"25","OG0000909:"
"26","OG0000943:"
"27","OG0001015:"
"28","OG0001044:"
"29","OG0001087:"
"30","OG0001088:"
"31","OG0001090:"
"32","OG0001160:"
"33","OG0001227:"
"34","OG0001234:"
"35","OG0001298:"
"36","OG0001348:"
"37","OG0001376:"
"38","OG0001481:"
"39","OG0001581:"
"40","OG0001585:"
"41","OG0001628:"
"42","OG0001660:"
"43","OG0001685:"
"44","OG0001750:"
"45","OG0001767:"
"46","OG0001840:"
"47","OG0002094:"
"48","OG0002148:"
"49","OG0002410:"
"50","OG0002412:"
"51","OG0002561:"
"52","OG0002564:"
"53","OG0002565:"
"54","OG0002619:"
"55","OG0002685:"
"56","OG0002748:"
"57","OG0002976:"
"58","OG0002994:"
"59","OG0003001:"
"60","OG0003013:"
"61","OG0003014:"
"62","OG0003028:"
"63","OG0003196:"
"64","OG0003276:"
"65","OG0003282:"
"66","OG0003383:"
"67","OG0003477:"
"68","OG0003484:"
"69","OG0003551:"
"70","OG0003552:"
"71","OG0003558:"
"72","OG0003887:"
"73","OG0003938:"
"74","OG0003954:"
"75","OG0003955:"
"76","OG0003958:"
"77","OG0003960:"
"78","OG0004102:"
"79","OG0004356:"
"80","OG0004365:"
"81","OG0004407:"
"82","OG0004409:"
"83","OG0004412:"
"84","OG0004413:"
"85","OG0004417:"
"86","OG0004418:"
"87","OG0004419:"
"88","OG0004420:"
"89","OG0004421:"
"90","OG0004424:"
"91","OG0005260:"
"92","OG0005261:"
"93","OG0005262:"
"94","OG0005263:"
"95","OG0005264:"
"96","OG0005265:"
"97","OG0005266:"
"98","OG0005267:"
"99","OG0005268:"
"100","OG0005269:"
"101","OG0005270:"
"102","OG0005271:"
"103","OG0005272:"
"104","OG0005273:"
"105","OG0005274:"
"106","OG0005275:"
"107","OG0005276:"
"108","OG0005277:"
"109","OG0005278:"
"110","OG0005279:"
"111","OG0005280:"
"112","OG0005281:"
"113","OG0005282:"
"114","OG0005283:"
"115","OG0005284:"
"116","OG0005285:"
"117","OG0005286:"
"118","OG0005287:"
"119","OG0005288:"
"120","OG0005289:"
"121","OG0005290:"
"122","OG0005291:"
"123","OG0005292:"
"124","OG0005293:"
"125","OG0005294:"
"126","OG0005295:"
"127","OG0005296:"
"128","OG0005297:"
"129","OG0005298:"
"130","OG0005299:"
"131","OG0005300:"
"132","OG0005301:"
"133","OG0005302:"
"134","OG0005303:"
