11_0	3_695	51.11	90	44	0	1	90	320	409	5e-25	94.7
11_1	3_1267	48.78	41	21	0	1	41	1	41	3e-07	39.3
11_1	3_1384	48.78	41	21	0	1	41	76	116	3e-07	40.8
11_1	3_699	48.78	41	21	0	1	41	76	116	4e-07	40.8
11_1	3_1195	48.78	41	21	0	1	41	111	151	4e-07	40.8
11_1	3_425	48.78	41	21	0	1	41	40	80	4e-07	40.4
11_1	3_702	48.78	41	21	0	1	41	40	80	4e-07	40.4
11_1	3_123	48.78	41	21	0	1	41	1	41	4e-07	39.7
11_1	3_678	48.78	41	21	0	1	41	111	151	4e-07	40.8
11_1	3_1173	48.78	41	21	0	1	41	111	151	4e-07	40.8
11_1	3_810	48.78	41	21	0	1	41	111	151	4e-07	40.8
11_1	3_696	48.78	41	21	0	1	41	40	80	7e-07	39.7
11_2	3_1389	27.14	70	51	0	185	254	111	180	2e-04	37.7
11_3	3_1085	30.99	171	118	0	27	197	26	196	1e-25	 105
11_3	3_1374	30.00	200	140	0	1	200	1	200	2e-25	 104
11_3	3_1649	23.86	176	129	3	32	203	30	204	5e-07	47.4
11_4	3_695	75.88	452	107	1	1	452	1	450	0.0	 674
11_4	3_1594	27.12	424	270	14	21	424	4	408	2e-29	 115
11_4	3_153	29.67	209	127	6	226	419	204	407	4e-15	73.2
11_4	3_828	24.14	232	162	8	210	433	233	458	2e-11	61.6
11_4	3_965	24.37	197	133	6	234	424	313	499	4e-08	51.2
11_4	3_1272	26.67	210	128	7	234	432	394	588	4e-07	48.1
11_4	3_161	25.49	204	129	8	240	432	478	669	2e-05	42.4
11_5	3_694	87.27	220	28	0	1	220	1	220	8e-143	 398
11_5	3_1040	42.06	214	124	0	1	214	1	214	5e-50	 162
11_5	3_152	31.08	222	146	3	3	217	6	227	3e-30	 110
11_5	3_827	30.53	226	138	5	2	214	3	222	4e-26	99.4
11_5	3_964	26.02	123	87	1	3	125	11	129	2e-09	52.8
11_5	3_1273	26.40	125	88	1	2	126	4	124	8e-09	50.8
11_5	3_160	22.90	131	100	1	3	132	6	136	3e-07	46.2
11_5	3_1061	24.40	209	137	5	2	204	8	201	3e-04	36.6
11_6	3_1779	93.72	223	14	0	1	223	1	223	9e-133	 374
11_7	3_693	81.75	537	98	0	1	537	9	545	0.0	 942
11_7	3_1604	24.61	256	164	8	230	479	101	333	5e-16	76.3
