17_1	14_1948	84.71	85	13	0	1	85	1	85	6e-49	 149
17_1	14_1947	84.71	85	13	0	1	85	1	85	6e-49	 149
17_1	14_1946	84.71	85	13	0	1	85	1	85	6e-49	 149
17_1	14_1945	84.71	85	13	0	1	85	1	85	6e-49	 149
17_1	14_1943	84.71	85	13	0	1	85	1	85	6e-49	 149
17_1	14_1942	84.71	85	13	0	1	85	1	85	6e-49	 149
17_1	14_1941	84.71	85	13	0	1	85	1	85	6e-49	 149
17_1	14_1940	84.71	85	13	0	1	85	1	85	6e-49	 149
17_1	14_1939	78.82	85	18	0	1	85	1	85	9e-46	 141
17_1	14_2042	63.01	73	16	1	5	77	2	63	5e-25	87.8
17_1	14_2093	74.55	55	14	0	31	85	1	55	2e-22	80.9
17_1	14_2071	57.53	73	16	1	13	85	1	58	1e-21	78.6
17_1	14_2245	85.00	40	6	0	46	85	1	40	1e-17	68.2
17_2	14_842	82.14	252	45	0	1	252	23	274	7e-159	 443
17_2	14_714	82.14	252	45	0	1	252	23	274	7e-159	 443
17_2	14_530	82.14	252	45	0	1	252	23	274	7e-159	 443
17_2	14_132	82.14	252	45	0	1	252	23	274	7e-159	 443
17_2	14_549	79.60	250	51	0	1	250	23	272	3e-154	 431
17_2	14_812	73.42	158	42	0	3	160	18	175	9e-84	 248
17_2	14_844	74.55	110	28	0	143	252	1	110	1e-58	 181
17_2	14_102	75.93	108	26	0	1	108	23	130	2e-56	 176
17_2	14_17	75.47	106	26	0	60	165	1	106	3e-55	 172
17_2	14_101	85.71	91	13	0	117	207	1	91	2e-52	 165
17_2	14_1989	80.56	72	14	0	99	170	1	72	2e-36	 122
17_2	14_2011	76.12	67	16	0	99	165	1	67	8e-30	 105
17_2	14_1980	75.38	65	16	0	1	65	11	75	4e-29	 103
17_2	14_2151	63.89	36	13	0	1	36	13	48	2e-09	49.7
17_2	14_2266	48.48	33	17	0	5	37	1	33	2e-05	38.5
17_2	14_2143	51.35	37	18	0	1	37	13	49	6e-05	37.0
17_2	14_15	25.95	131	83	4	122	245	9	132	4e-04	35.8
17_3	14_1627	46.15	104	54	2	39	141	481	583	2e-20	87.4
17_3	14_1628	46.15	104	54	2	39	141	481	583	4e-20	86.3
17_3	14_1537	45.19	104	55	2	39	141	35	137	6e-20	83.2
17_3	14_1796	44.23	104	56	2	39	141	104	206	4e-19	79.7
17_5	14_1537	36.51	126	78	2	39	163	35	159	2e-18	79.0
17_5	14_1628	41.35	104	59	2	39	141	481	583	1e-17	79.0
17_5	14_1627	36.51	126	74	3	39	163	481	601	1e-17	78.6
17_5	14_1796	40.38	104	60	2	39	141	104	206	2e-16	71.6
17_6	14_1628	57.14	49	20	1	4	51	535	583	8e-10	53.1
17_6	14_1537	55.10	49	21	1	4	51	89	137	1e-09	51.6
17_6	14_1627	55.10	49	21	1	4	51	535	583	2e-09	52.0
17_6	14_1796	53.06	49	22	1	4	51	158	206	2e-08	48.1
17_7	14_842	31.46	89	53	2	228	316	176	256	8e-07	45.8
17_7	14_714	31.46	89	53	2	228	316	176	256	8e-07	45.8
17_7	14_530	31.46	89	53	2	228	316	176	256	8e-07	45.8
17_7	14_132	31.46	89	53	2	228	316	176	256	8e-07	45.8
17_7	14_844	30.85	94	47	4	228	316	12	92	2e-06	42.7
17_7	14_549	29.21	89	55	2	228	316	176	256	8e-06	42.7
17_8	14_1796	32.07	184	111	7	14	190	33	209	7e-19	79.3
17_8	14_1628	32.97	185	110	7	10	187	406	583	5e-18	80.5
