18_0	2_1167	92.54	389	29	0	1	389	7	395	0.0	 761
18_1	2_1166	88.26	426	50	0	1	426	1	426	0.0	 738
18_1	2_711	27.43	452	279	10	9	425	24	461	1e-48	 171
18_1	2_312	28.57	434	288	8	11	426	17	446	4e-47	 166
18_1	2_1140	27.04	429	276	7	16	419	40	456	2e-46	 166
18_1	2_370	25.82	395	283	6	24	411	29	420	2e-35	 132
18_1	2_802	23.36	428	291	9	9	426	5	405	1e-17	80.9
18_1	2_1146	24.94	393	219	17	69	426	61	412	5e-07	47.4
18_2	2_1165	92.44	661	50	0	1	661	1	661	0.0	1242
18_2	2_488	27.47	182	119	7	402	582	368	537	2e-06	46.6
18_2	2_488	23.47	196	119	9	6	198	28	195	6e-04	38.9
18_3	2_1164	94.58	295	16	0	1	295	1	295	0.0	 579
18_3	2_392	23.05	295	225	2	3	295	5	299	9e-22	89.4
18_3	2_701	23.86	285	196	4	3	273	1	278	3e-21	87.8
18_3	2_308	22.28	193	149	1	3	194	1	193	8e-13	63.9
18_3	2_1433	20.81	197	140	4	5	190	10	201	2e-08	50.8
18_3	2_2326	41.30	46	27	0	14	59	1	46	3e-05	38.5
18_3	2_1107	21.81	188	130	6	19	196	18	198	1e-04	38.9
18_4	2_1163	86.89	427	53	2	28	451	1	427	0.0	 732
18_5	2_1162	91.46	445	38	0	1	445	1	445	0.0	 840
18_6	2_1161	93.00	100	7	0	1	100	1	100	1e-66	 196
18_7	2_1868	95.83	216	9	0	1	216	1	216	4e-149	 414
18_7	2_1088	70.09	214	64	0	1	214	1	214	1e-108	 311
18_8	2_1160	92.76	221	16	0	1	221	1	221	9e-154	 426
18_8	2_1863	72.81	217	57	1	1	217	1	215	3e-113	 323
18_9	2_1159	92.11	393	31	0	1	393	1	393	0.0	 691
18_9	2_1090	73.98	392	102	0	1	392	1	392	0.0	 613
18_10	2_1158	88.98	127	14	0	1	127	1	127	2e-73	 214
18_11	2_1157	90.03	391	39	0	1	391	1	391	0.0	 667
18_12	2_624	37.61	811	460	19	10	799	8	793	5e-173	 519
18_12	2_1922	27.45	102	46	4	12	90	24	120	4e-04	38.1
18_13	2_1156	85.29	408	60	0	29	436	30	437	0.0	 710
18_14	2_1155	82.20	1208	214	1	1	1207	1	1208	0.0	2052
18_14	2_1222	24.59	484	260	17	376	829	204	612	1e-11	65.1
18_14	2_391	24.48	478	252	16	386	832	220	619	1e-11	65.1
18_15	2_1154	84.56	1075	166	0	1	1075	1	1075	0.0	1830
18_16	2_1153	78.84	619	131	0	1	619	16	634	0.0	1008
18_17	2_1152	87.55	257	32	0	1	257	1	257	4e-172	 476
18_18	2_1151	93.77	385	24	0	32	416	1	385	0.0	 737
18_18	2_287	35.26	380	232	6	40	413	19	390	4e-65	 213
18_19	2_1673	86.94	245	30	1	18	260	1	245	6e-161	 447
18_19	2_389	46.15	65	35	0	3	67	5	69	7e-14	66.6
18_19	2_905	44.78	67	36	1	3	69	5	70	4e-10	55.5
18_20	2_1150	83.53	255	42	0	3	257	4	258	1e-161	 449
18_20	2_1148	38.33	240	143	4	6	242	2	239	2e-52	 170
18_21	2_1149	92.14	891	67	1	1	891	1	888	0.0	1706
18_22	2_1148	96.90	258	8	0	1	258	1	258	0.0	 526
18_22	2_1150	37.11	256	155	5	2	255	7	258	5e-51	 167
18_22	2_1357	29.22	154	86	9	31	167	185	332	1e-08	51.2
18_23	2_1147	82.30	305	54	0	28	332	1	305	2e-168	 472
18_24	2_1146	90.28	422	41	0	1	422	1	422	0.0	 728
18_24	2_802	27.86	402	283	4	14	414	12	407	2e-41	 149
18_24	2_1140	24.81	387	254	11	56	414	88	465	2e-15	74.3
18_24	2_711	23.84	453	276	19	14	415	31	465	6e-10	57.0
18_24	2_1166	25.32	387	225	16	61	412	69	426	2e-08	51.6
18_24	2_312	26.72	348	218	13	60	380	75	412	9e-08	50.1
18_24	2_370	25.16	310	212	8	64	358	78	382	2e-04	39.3
18_24	2_1771	27.66	141	88	6	245	377	229	363	4e-04	38.1
18_25	2_1145	74.09	274	71	0	1	274	1	274	4e-155	 434
18_26	2_1144	60.57	459	180	1	5	462	2	460	0.0	 526
18_27	2_1143	98.07	675	13	0	1	675	1	675	0.0	1363
18_27	2_964	31.61	155	94	5	437	591	237	379	2e-10	59.3
18_27	2_636	25.00	168	121	3	97	260	68	234	6e-10	58.5
18_28	2_1142	87.53	497	62	0	1	497	1	497	0.0	 919
18_29	2_1141	95.13	534	26	0	39	572	1	534	0.0	1066
18_29	2_1233	30.00	120	83	1	40	158	7	126	3e-12	64.7
18_30	2_1140	92.13	521	41	0	1	521	1	521	0.0	 939
18_30	2_711	34.17	436	273	9	40	464	31	463	2e-68	 226
18_30	2_312	30.64	408	256	9	33	427	15	408	4e-51	 179
18_30	2_1166	27.73	422	260	10	51	456	27	419	2e-46	 166
18_30	2_370	29.07	430	276	10	40	459	21	431	2e-43	 157
18_30	2_802	25.83	391	254	8	40	427	12	369	3e-22	95.1
18_30	2_1146	25.94	397	260	13	85	473	52	422	2e-17	80.5
18_30	2_244	28.25	177	95	7	100	276	70	214	2e-04	39.7
18_31	2_1651	88.49	139	11	1	32	170	7	140	2e-84	 245
18_31	2_1872	27.27	176	86	7	31	169	40	210	2e-07	45.1
18_32	2_1034	91.18	340	30	0	1	340	1	340	0.0	 619
18_32	2_531	30.39	102	66	1	12	113	5	101	4e-05	40.4
18_33	2_1035	95.85	217	9	0	1	217	1	217	1e-159	 441
18_34	2_1036	86.67	90	12	0	1	90	13	102	1e-55	 167
18_35	2_1037	92.99	214	15	0	1	214	1	214	8e-150	 416
18_36	2_1038	94.97	318	16	0	1	318	1	318	0.0	 638
18_36	2_482	25.95	185	122	7	77	247	132	315	9e-07	46.2
18_37	2_1039	95.03	1488	74	0	1	1488	1	1488	0.0	2966
18_38	2_1040	92.96	469	33	0	1	469	1	469	0.0	 907
18_38	2_832	36.14	83	50	2	382	463	265	345	5e-05	41.6
18_39	2_136	83.95	542	86	1	1	542	1	541	0.0	 952
18_40	2_135	91.24	502	44	0	1	502	1	502	0.0	 941
18_41	2_134	87.57	346	39	2	1	342	1	346	0.0	 582
18_42	2_133	79.17	120	25	0	1	120	1	120	5e-66	 196
18_43	2_852	94.16	257	15	0	12	268	1	257	0.0	 504
18_44	2_853	92.90	352	25	0	1	352	1	352	0.0	 679
18_44	2_1096	30.50	341	178	9	27	332	8	324	2e-30	 115
18_45	2_854	80.30	264	51	1	1	264	1	263	3e-154	 431
18_48	2_1030	26.67	60	39	2	7	66	8	62	3e-04	32.3
18_55	2_245	21.41	341	241	10	1	336	4	322	3e-07	48.1
18_56	2_1031	35.91	259	139	10	155	395	159	408	2e-31	 120
18_58	2_1108	43.03	251	130	8	1	244	1	245	5e-50	 163
18_58	2_414	31.33	249	155	6	5	243	53	295	3e-26	 101
18_58	2_1081	27.87	244	159	6	4	238	2	237	2e-15	70.1
18_58	2_504	27.12	236	151	8	4	229	16	240	3e-10	55.1
18_58	2_394	22.75	233	159	11	3	226	5	225	2e-07	47.0
18_59	2_1031	36.41	412	255	4	2	407	4	414	2e-72	 232
18_60	2_855	87.27	55	7	0	86	140	1	55	1e-28	99.0
18_61	2_856	95.81	596	25	0	1	596	1	596	0.0	1186
18_70	2_107	87.39	333	42	0	1	333	1	333	0.0	 573
18_71	2_108	88.89	207	23	0	1	207	1	207	2e-135	 379
18_72	2_109	89.60	327	34	0	1	327	1	327	0.0	 610
18_72	2_931	33.56	149	85	4	23	170	42	177	9e-16	73.9
18_73	2_110	91.43	245	21	0	11	255	1	245	2e-169	 469
18_73	2_336	29.25	253	173	4	1	249	6	256	2e-27	 104
18_74	2_111	86.69	263	35	0	1	263	1	263	5e-177	 489
18_75	2_131	68.48	92	29	0	198	289	1	92	7e-44	 144
