"","x"
"1","OG0000006:"
"2","OG0000016:"
"3","OG0000018:"
"4","OG0000019:"
"5","OG0000052:"
"6","OG0000088:"
"7","OG0000103:"
"8","OG0000112:"
"9","OG0000115:"
"10","OG0000120:"
"11","OG0000162:"
"12","OG0000171:"
"13","OG0000173:"
"14","OG0000178:"
"15","OG0000179:"
"16","OG0000184:"
"17","OG0000211:"
"18","OG0000219:"
"19","OG0000225:"
"20","OG0000251:"
"21","OG0000275:"
"22","OG0000291:"
"23","OG0000293:"
"24","OG0000301:"
"25","OG0000328:"
"26","OG0000405:"
"27","OG0000426:"
"28","OG0000459:"
"29","OG0000465:"
"30","OG0000494:"
"31","OG0000535:"
"32","OG0000557:"
"33","OG0000618:"
"34","OG0000624:"
"35","OG0000653:"
"36","OG0000654:"
"37","OG0000717:"
"38","OG0000730:"
"39","OG0000734:"
"40","OG0000888:"
"41","OG0000935:"
"42","OG0000986:"
"43","OG0000991:"
"44","OG0000995:"
"45","OG0001000:"
"46","OG0001038:"
"47","OG0001042:"
"48","OG0001064:"
"49","OG0001079:"
"50","OG0001091:"
"51","OG0001094:"
"52","OG0001095:"
"53","OG0001131:"
"54","OG0001254:"
"55","OG0001268:"
"56","OG0001278:"
"57","OG0001305:"
"58","OG0001307:"
"59","OG0001430:"
"60","OG0001541:"
"61","OG0001756:"
"62","OG0001792:"
"63","OG0001879:"
"64","OG0001927:"
"65","OG0001965:"
"66","OG0002027:"
"67","OG0002038:"
"68","OG0002040:"
"69","OG0002043:"
"70","OG0002044:"
"71","OG0002067:"
"72","OG0002113:"
"73","OG0002120:"
"74","OG0002570:"
"75","OG0002575:"
"76","OG0002579:"
"77","OG0002580:"
"78","OG0002585:"
"79","OG0002804:"
"80","OG0003300:"
"81","OG0003329:"
"82","OG0003331:"
"83","OG0003333:"
"84","OG0003336:"
"85","OG0003338:"
"86","OG0003346:"
"87","OG0003348:"
"88","OG0003362:"
"89","OG0003365:"
"90","OG0003411:"
"91","OG0003428:"
"92","OG0003449:"
"93","OG0003452:"
"94","OG0003569:"
"95","OG0003815:"
"96","OG0003816:"
"97","OG0003819:"
"98","OG0003828:"
"99","OG0003840:"
"100","OG0003848:"
"101","OG0003856:"
"102","OG0003859:"
"103","OG0003862:"
"104","OG0003863:"
"105","OG0003864:"
"106","OG0003872:"
"107","OG0003873:"
"108","OG0003875:"
"109","OG0003876:"
"110","OG0004419:"
"111","OG0004496:"
"112","OG0004518:"
"113","OG0004764:"
"114","OG0004772:"
"115","OG0004775:"
"116","OG0004776:"
"117","OG0004777:"
"118","OG0004781:"
"119","OG0004785:"
"120","OG0004792:"
"121","OG0004796:"
"122","OG0004798:"
"123","OG0004799:"
"124","OG0004800:"
"125","OG0004804:"
"126","OG0004812:"
"127","OG0004816:"
"128","OG0004818:"
"129","OG0004819:"
"130","OG0004820:"
"131","OG0004824:"
"132","OG0004825:"
"133","OG0004830:"
"134","OG0004832:"
"135","OG0004834:"
"136","OG0004836:"
"137","OG0004837:"
"138","OG0004838:"
"139","OG0004839:"
"140","OG0004840:"
"141","OG0004841:"
"142","OG0004843:"
"143","OG0004845:"
"144","OG0004849:"
"145","OG0004850:"
"146","OG0004851:"
"147","OG0004853:"
"148","OG0004855:"
"149","OG0004856:"
"150","OG0004857:"
"151","OG0004858:"
"152","OG0004859:"
"153","OG0004860:"
"154","OG0004861:"
"155","OG0004862:"
"156","OG0004864:"
"157","OG0004865:"
"158","OG0004868:"
"159","OG0004871:"
"160","OG0004872:"
"161","OG0004874:"
"162","OG0004875:"
"163","OG0004881:"
"164","OG0004884:"
"165","OG0004886:"
"166","OG0004890:"
"167","OG0004891:"
"168","OG0004892:"
"169","OG0004893:"
"170","OG0004895:"
