"","x"
"1","OG0000013:"
"2","OG0000014:"
"3","OG0000015:"
"4","OG0000017:"
"5","OG0000030:"
"6","OG0000033:"
"7","OG0000042:"
"8","OG0000053:"
"9","OG0000065:"
"10","OG0000071:"
"11","OG0000074:"
"12","OG0000079:"
"13","OG0000085:"
"14","OG0000089:"
"15","OG0000093:"
"16","OG0000095:"
"17","OG0000104:"
"18","OG0000106:"
"19","OG0000118:"
"20","OG0000119:"
"21","OG0000123:"
"22","OG0000130:"
"23","OG0000131:"
"24","OG0000153:"
"25","OG0000170:"
"26","OG0000175:"
"27","OG0000196:"
"28","OG0000202:"
"29","OG0000203:"
"30","OG0000229:"
"31","OG0000255:"
"32","OG0000258:"
"33","OG0000261:"
"34","OG0000262:"
"35","OG0000272:"
"36","OG0000289:"
"37","OG0000292:"
"38","OG0000295:"
"39","OG0000303:"
"40","OG0000307:"
"41","OG0000315:"
"42","OG0000317:"
"43","OG0000321:"
"44","OG0000325:"
"45","OG0000326:"
"46","OG0000329:"
"47","OG0000338:"
"48","OG0000340:"
"49","OG0000346:"
"50","OG0000355:"
"51","OG0000362:"
"52","OG0000365:"
"53","OG0000367:"
"54","OG0000380:"
"55","OG0000381:"
"56","OG0000388:"
"57","OG0000417:"
"58","OG0000424:"
"59","OG0000427:"
"60","OG0000432:"
"61","OG0000446:"
"62","OG0000452:"
"63","OG0000460:"
"64","OG0000482:"
"65","OG0000483:"
"66","OG0000504:"
"67","OG0000513:"
"68","OG0000536:"
"69","OG0000538:"
"70","OG0000539:"
"71","OG0000543:"
"72","OG0000545:"
"73","OG0000548:"
"74","OG0000553:"
"75","OG0000563:"
"76","OG0000567:"
"77","OG0000568:"
"78","OG0000575:"
"79","OG0000576:"
"80","OG0000593:"
"81","OG0000601:"
"82","OG0000605:"
"83","OG0000608:"
"84","OG0000621:"
"85","OG0000622:"
"86","OG0000628:"
"87","OG0000637:"
"88","OG0000642:"
"89","OG0000669:"
"90","OG0000671:"
"91","OG0000672:"
"92","OG0000675:"
"93","OG0000686:"
"94","OG0000704:"
"95","OG0000710:"
"96","OG0000718:"
"97","OG0000728:"
"98","OG0000729:"
"99","OG0000744:"
"100","OG0000751:"
"101","OG0000757:"
"102","OG0000759:"
"103","OG0000763:"
"104","OG0000769:"
"105","OG0000777:"
"106","OG0000781:"
"107","OG0000784:"
"108","OG0000789:"
"109","OG0000797:"
"110","OG0000804:"
"111","OG0000808:"
"112","OG0000810:"
"113","OG0000812:"
"114","OG0000818:"
"115","OG0000821:"
"116","OG0000824:"
"117","OG0000833:"
"118","OG0000838:"
"119","OG0000850:"
"120","OG0000853:"
"121","OG0000857:"
"122","OG0000861:"
"123","OG0000869:"
"124","OG0000873:"
"125","OG0000876:"
"126","OG0000879:"
"127","OG0000895:"
"128","OG0000900:"
"129","OG0000903:"
"130","OG0000906:"
"131","OG0000916:"
"132","OG0000919:"
"133","OG0000945:"
"134","OG0000956:"
"135","OG0000959:"
"136","OG0000960:"
"137","OG0000983:"
"138","OG0000996:"
"139","OG0001005:"
"140","OG0001011:"
"141","OG0001012:"
"142","OG0001030:"
"143","OG0001035:"
"144","OG0001036:"
"145","OG0001040:"
"146","OG0001044:"
"147","OG0001049:"
"148","OG0001052:"
"149","OG0001054:"
"150","OG0001055:"
"151","OG0001056:"
"152","OG0001080:"
"153","OG0001092:"
"154","OG0001093:"
"155","OG0001102:"
"156","OG0001106:"
"157","OG0001107:"
"158","OG0001115:"
"159","OG0001124:"
"160","OG0001128:"
"161","OG0001156:"
"162","OG0001181:"
"163","OG0001193:"
"164","OG0001206:"
"165","OG0001230:"
"166","OG0001236:"
"167","OG0001242:"
"168","OG0001259:"
"169","OG0001262:"
"170","OG0001266:"
"171","OG0001269:"
"172","OG0001271:"
"173","OG0001284:"
"174","OG0001285:"
"175","OG0001286:"
"176","OG0001303:"
"177","OG0001304:"
"178","OG0001313:"
"179","OG0001329:"
"180","OG0001333:"
"181","OG0001335:"
"182","OG0001340:"
"183","OG0001346:"
"184","OG0001357:"
"185","OG0001373:"
"186","OG0001377:"
"187","OG0001383:"
"188","OG0001389:"
"189","OG0001409:"
"190","OG0001415:"
"191","OG0001418:"
"192","OG0001438:"
"193","OG0001441:"
"194","OG0001463:"
"195","OG0001474:"
"196","OG0001476:"
"197","OG0001480:"
"198","OG0001482:"
"199","OG0001496:"
"200","OG0001500:"
"201","OG0001501:"
"202","OG0001513:"
"203","OG0001527:"
"204","OG0001531:"
"205","OG0001532:"
"206","OG0001551:"
"207","OG0001553:"
"208","OG0001561:"
"209","OG0001567:"
"210","OG0001571:"
"211","OG0001579:"
"212","OG0001581:"
"213","OG0001585:"
"214","OG0001630:"
"215","OG0001633:"
"216","OG0001644:"
"217","OG0001654:"
"218","OG0001658:"
"219","OG0001659:"
"220","OG0001673:"
"221","OG0001694:"
"222","OG0001706:"
"223","OG0001719:"
"224","OG0001739:"
"225","OG0001740:"
"226","OG0001748:"
"227","OG0001753:"
"228","OG0001754:"
"229","OG0001755:"
"230","OG0001766:"
"231","OG0001770:"
"232","OG0001779:"
"233","OG0001782:"
"234","OG0001794:"
"235","OG0001800:"
"236","OG0001801:"
"237","OG0001811:"
"238","OG0001816:"
"239","OG0001818:"
"240","OG0001819:"
"241","OG0001829:"
"242","OG0001839:"
"243","OG0001841:"
"244","OG0001848:"
"245","OG0001852:"
"246","OG0001859:"
"247","OG0001860:"
"248","OG0001864:"
"249","OG0001868:"
"250","OG0001884:"
"251","OG0001887:"
"252","OG0001888:"
"253","OG0001893:"
"254","OG0001896:"
"255","OG0001898:"
"256","OG0001900:"
"257","OG0001905:"
"258","OG0001907:"
"259","OG0001912:"
"260","OG0001916:"
"261","OG0001920:"
"262","OG0001937:"
"263","OG0001942:"
"264","OG0001943:"
"265","OG0001944:"
"266","OG0001945:"
"267","OG0001970:"
"268","OG0001978:"
"269","OG0001980:"
"270","OG0001993:"
"271","OG0002001:"
"272","OG0002002:"
"273","OG0002050:"
"274","OG0002058:"
"275","OG0002064:"
"276","OG0002066:"
"277","OG0002070:"
"278","OG0002081:"
"279","OG0002086:"
"280","OG0002090:"
"281","OG0002092:"
"282","OG0002098:"
"283","OG0002099:"
"284","OG0002107:"
"285","OG0002108:"
"286","OG0002109:"
"287","OG0002116:"
"288","OG0002122:"
"289","OG0002141:"
"290","OG0002145:"
"291","OG0002167:"
"292","OG0002173:"
"293","OG0002179:"
"294","OG0002190:"
"295","OG0002193:"
"296","OG0002202:"
"297","OG0002229:"
"298","OG0002231:"
"299","OG0002234:"
"300","OG0002237:"
"301","OG0002240:"
"302","OG0002241:"
"303","OG0002244:"
"304","OG0002246:"
"305","OG0002247:"
"306","OG0002248:"
"307","OG0002261:"
"308","OG0002264:"
"309","OG0002267:"
"310","OG0002268:"
"311","OG0002269:"
"312","OG0002275:"
"313","OG0002288:"
"314","OG0002289:"
"315","OG0002291:"
