"","x"
"1","OG0000005:"
"2","OG0000021:"
"3","OG0000023:"
"4","OG0000048:"
"5","OG0000081:"
"6","OG0000094:"
"7","OG0000111:"
"8","OG0000113:"
"9","OG0000136:"
"10","OG0000154:"
"11","OG0000176:"
"12","OG0000185:"
"13","OG0000198:"
"14","OG0000206:"
"15","OG0000224:"
"16","OG0000233:"
"17","OG0000235:"
"18","OG0000241:"
"19","OG0000249:"
"20","OG0000266:"
"21","OG0000280:"
"22","OG0000281:"
"23","OG0000286:"
"24","OG0000313:"
"25","OG0000323:"
"26","OG0000330:"
"27","OG0000331:"
"28","OG0000332:"
"29","OG0000334:"
"30","OG0000337:"
"31","OG0000341:"
"32","OG0000344:"
"33","OG0000364:"
"34","OG0000366:"
"35","OG0000372:"
"36","OG0000386:"
"37","OG0000390:"
"38","OG0000398:"
"39","OG0000401:"
"40","OG0000406:"
"41","OG0000407:"
"42","OG0000408:"
"43","OG0000411:"
"44","OG0000418:"
"45","OG0000423:"
"46","OG0000428:"
"47","OG0000429:"
"48","OG0000433:"
"49","OG0000472:"
"50","OG0000473:"
"51","OG0000495:"
"52","OG0000537:"
"53","OG0000585:"
"54","OG0000592:"
"55","OG0000594:"
"56","OG0000596:"
"57","OG0000616:"
"58","OG0000640:"
"59","OG0000648:"
"60","OG0000651:"
"61","OG0000659:"
"62","OG0000678:"
"63","OG0000690:"
"64","OG0000698:"
"65","OG0000707:"
"66","OG0000715:"
"67","OG0000722:"
"68","OG0000750:"
"69","OG0000752:"
"70","OG0000766:"
"71","OG0000767:"
"72","OG0000773:"
"73","OG0000783:"
"74","OG0000794:"
"75","OG0000800:"
"76","OG0000802:"
"77","OG0000803:"
"78","OG0000805:"
"79","OG0000835:"
"80","OG0000843:"
"81","OG0000846:"
"82","OG0000866:"
"83","OG0000886:"
"84","OG0000899:"
"85","OG0000929:"
"86","OG0000930:"
"87","OG0000934:"
"88","OG0000937:"
"89","OG0000939:"
"90","OG0000944:"
"91","OG0000954:"
"92","OG0000966:"
"93","OG0000971:"
"94","OG0000975:"
"95","OG0000976:"
"96","OG0000998:"
"97","OG0001008:"
"98","OG0001009:"
"99","OG0001013:"
"100","OG0001017:"
