"","x"
"1","OG0000022:"
"2","OG0000039:"
"3","OG0000098:"
"4","OG0000128:"
"5","OG0000149:"
"6","OG0000188:"
"7","OG0000192:"
"8","OG0000195:"
"9","OG0000217:"
"10","OG0000220:"
"11","OG0000243:"
"12","OG0000265:"
"13","OG0000271:"
"14","OG0000273:"
"15","OG0000312:"
"16","OG0000357:"
"17","OG0000363:"
"18","OG0000454:"
"19","OG0000463:"
"20","OG0000479:"
"21","OG0000485:"
"22","OG0000486:"
"23","OG0000500:"
"24","OG0000502:"
"25","OG0000511:"
"26","OG0000551:"
"27","OG0000580:"
"28","OG0000584:"
"29","OG0000626:"
"30","OG0000683:"
"31","OG0000687:"
"32","OG0000689:"
"33","OG0000692:"
"34","OG0000739:"
"35","OG0000754:"
"36","OG0000756:"
"37","OG0000790:"
"38","OG0000791:"
"39","OG0000814:"
"40","OG0000845:"
"41","OG0000864:"
"42","OG0000883:"
"43","OG0000932:"
"44","OG0000933:"
"45","OG0000974:"
"46","OG0001039:"
"47","OG0001063:"
"48","OG0001075:"
"49","OG0001078:"
"50","OG0001096:"
"51","OG0001114:"
"52","OG0001119:"
"53","OG0001145:"
"54","OG0001150:"
"55","OG0001244:"
"56","OG0001297:"
"57","OG0001310:"
"58","OG0001332:"
"59","OG0001342:"
"60","OG0001427:"
"61","OG0001481:"
"62","OG0001506:"
"63","OG0001539:"
"64","OG0001547:"
"65","OG0001568:"
"66","OG0001570:"
"67","OG0001780:"
"68","OG0001843:"
"69","OG0001873:"
"70","OG0001874:"
"71","OG0001885:"
"72","OG0001914:"
"73","OG0001915:"
"74","OG0001921:"
"75","OG0001923:"
"76","OG0001941:"
"77","OG0001949:"
"78","OG0001958:"
"79","OG0001961:"
"80","OG0001973:"
"81","OG0001974:"
"82","OG0002013:"
"83","OG0002102:"
"84","OG0002136:"
"85","OG0002252:"
"86","OG0002262:"
"87","OG0002287:"
"88","OG0002341:"
"89","OG0002366:"
"90","OG0002376:"
"91","OG0002409:"
"92","OG0002440:"
"93","OG0002443:"
"94","OG0002552:"
"95","OG0002562:"
"96","OG0002563:"
"97","OG0002566:"
"98","OG0002567:"
"99","OG0002622:"
"100","OG0002658:"
"101","OG0002893:"
"102","OG0002951:"
"103","OG0002952:"
"104","OG0002953:"
"105","OG0003324:"
"106","OG0003325:"
"107","OG0003327:"
"108","OG0003373:"
"109","OG0003374:"
"110","OG0003392:"
"111","OG0003398:"
"112","OG0003418:"
"113","OG0003419:"
"114","OG0003431:"
"115","OG0003432:"
"116","OG0003433:"
"117","OG0003435:"
"118","OG0003436:"
"119","OG0003578:"
"120","OG0003799:"
"121","OG0003800:"
"122","OG0003801:"
"123","OG0003802:"
"124","OG0003805:"
"125","OG0003808:"
"126","OG0003809:"
"127","OG0003811:"
"128","OG0003812:"
"129","OG0003814:"
"130","OG0003818:"
"131","OG0003881:"
"132","OG0003959:"
"133","OG0003962:"
"134","OG0003996:"
"135","OG0004020:"
"136","OG0004073:"
"137","OG0004212:"
"138","OG0004217:"
"139","OG0004262:"
"140","OG0004263:"
"141","OG0004464:"
"142","OG0004483:"
"143","OG0004484:"
"144","OG0004486:"
"145","OG0004487:"
"146","OG0004488:"
"147","OG0004489:"
"148","OG0004490:"
"149","OG0004491:"
"150","OG0004493:"
"151","OG0004494:"
"152","OG0004495:"
"153","OG0004497:"
"154","OG0004500:"
"155","OG0004501:"
"156","OG0004503:"
"157","OG0004506:"
"158","OG0004507:"
"159","OG0004510:"
"160","OG0004511:"
"161","OG0004512:"
"162","OG0004514:"
"163","OG0004517:"
"164","OG0004519:"
"165","OG0008829:"
"166","OG0008830:"
"167","OG0008831:"
"168","OG0008832:"
"169","OG0008833:"
"170","OG0008834:"
"171","OG0008835:"
"172","OG0008836:"
"173","OG0008837:"
"174","OG0008838:"
"175","OG0008839:"
"176","OG0008840:"
"177","OG0008841:"
"178","OG0008842:"
"179","OG0008843:"
"180","OG0008844:"
"181","OG0008845:"
"182","OG0008846:"
"183","OG0008847:"
"184","OG0008848:"
"185","OG0008849:"
"186","OG0008850:"
"187","OG0008851:"
"188","OG0008852:"
"189","OG0008853:"
"190","OG0008854:"
"191","OG0008855:"
"192","OG0008856:"
