11_6	2_1044	33.33	141	90	3	4	141	26	165	3e-17	79.0
11_6	2_1170	28.35	194	116	6	7	188	17	199	3e-16	75.9
11_6	2_1892	32.62	141	91	3	4	141	26	165	4e-16	75.5
11_6	2_266	30.43	138	91	3	7	141	20	155	6e-14	69.3
11_16	2_4675	33.33	102	66	2	3	104	176	275	2e-11	56.2
11_18	2_703	28.89	315	216	6	2	312	3	313	1e-32	 122
11_18	2_1106	26.77	310	215	7	1	309	1	299	5e-27	 106
11_18	2_1010	25.72	311	212	10	4	307	5	303	2e-26	 104
11_18	2_4673	26.33	281	197	6	2	279	5	278	1e-25	 102
11_18	2_4736	24.05	316	215	9	2	307	6	306	6e-24	97.8
11_18	2_13	24.16	269	183	7	58	312	78	339	6e-16	75.1
11_18	2_2244	36.92	65	40	1	240	304	8	71	1e-10	55.8
11_18	2_954	20.98	286	210	7	1	277	1	279	3e-09	54.7
11_18	2_3449	27.04	196	128	7	2	194	3	186	3e-08	51.2
11_18	2_795	23.23	297	205	11	1	289	1	282	8e-08	50.1
11_18	2_3009	23.98	196	136	4	1	192	1	187	4e-07	48.1
11_18	2_1102	20.07	269	193	8	58	313	33	292	2e-05	43.1
11_19	2_796	26.21	290	178	14	38	305	67	342	6e-10	58.2
11_19	2_1009	22.76	290	194	9	37	305	48	328	9e-10	57.4
11_25	2_3456	34.10	261	149	6	5	246	2	258	2e-43	 147
11_25	2_1474	33.98	256	153	5	3	245	2	254	4e-42	 144
11_25	2_3827	39.30	257	135	10	4	245	2	252	2e-41	 142
11_25	2_733	35.16	256	148	7	4	245	3	254	1e-40	 140
11_25	2_4000	31.76	255	159	5	1	243	1	252	9e-36	 127
11_25	2_4117	31.76	255	159	5	1	243	1	252	4e-35	 125
11_25	2_3876	33.47	251	156	5	3	245	6	253	9e-35	 124
11_25	2_521	32.68	254	156	6	4	245	8	258	7e-32	 117
11_25	2_1403	31.52	257	152	7	8	244	3	255	2e-28	 107
11_25	2_1689	32.51	243	154	5	8	243	3	242	2e-28	 107
11_25	2_3843	30.16	252	156	9	5	242	1	246	3e-27	 104
11_25	2_971	31.28	243	157	5	8	243	3	242	6e-26	 100
11_25	2_4531	30.08	256	152	8	8	242	6	255	7e-26	 100
