39_0	2_2144	88.11	143	17	0	1	143	1	143	5e-89	 256
39_1	2_175	99.48	194	1	0	1	194	1	194	5e-144	 399
39_2	2_176	99.68	315	1	0	1	315	1	315	0.0	 633
39_3	2_1498	88.41	233	27	0	1	233	1	233	2e-158	 439
39_5	2_1885	76.62	385	90	0	1	385	1	385	0.0	 623
39_6	2_1497	93.23	384	26	0	1	384	41	424	0.0	 724
39_6	2_1308	32.97	370	244	2	3	368	39	408	9e-63	 206
39_6	2_1420	33.24	358	234	2	3	359	41	394	1e-60	 201
39_7	2_1496	92.01	338	27	0	1	338	1	338	0.0	 654
39_7	2_133	41.39	331	178	7	3	331	4	320	2e-75	 235
39_7	2_139	24.04	366	215	15	1	334	1	335	8e-14	67.8
39_7	2_135	24.85	326	206	12	3	319	4	299	2e-13	66.2
39_7	2_1081	24.91	277	174	13	3	275	2	248	4e-07	47.0
39_8	2_1495	94.22	346	20	0	1	346	1	346	0.0	 693
39_9	2_1494	89.35	385	41	0	1	385	1	385	0.0	 713
39_10	2_1493	78.12	329	72	0	1	329	1	329	0.0	 530
39_11	2_1492	90.74	162	15	0	1	162	1	162	5e-108	 305
39_12	2_1884	87.64	445	55	0	1	445	1	445	0.0	 798
39_12	2_407	24.12	398	241	13	81	440	3	377	7e-23	95.9
39_12	2_1076	33.88	183	105	6	271	442	187	364	2e-19	85.9
39_13	2_1491	92.02	752	60	0	1	752	1	752	0.0	1438
39_13	2_1009	31.82	682	423	10	72	749	56	699	7e-115	 363
39_14	2_1490	85.63	167	24	0	1	167	1	167	3e-105	 299
39_15	2_1489	90.40	354	34	0	1	354	1	354	0.0	 676
39_16	2_1488	90.91	407	37	0	1	407	1	407	0.0	 751
39_17	2_1488	97.50	40	1	0	1	40	475	514	2e-22	85.1
39_19	2_2209	85.09	114	17	0	1	114	1	114	2e-69	 204
39_20	2_1487	93.84	909	54	1	1	909	1	907	0.0	1786
39_21	2_1883	93.28	134	9	0	1	134	1	134	6e-92	 262
39_21	2_1566	39.47	38	23	0	34	71	12	49	6e-04	34.3
39_23	2_1922	48.10	553	243	15	16	538	7	545	1e-137	 410
39_23	2_1930	49.16	474	199	12	79	538	44	489	5e-131	 391
39_23	2_1953	47.35	302	128	9	257	538	86	376	5e-75	 242
39_23	2_1950	47.96	294	125	10	257	538	105	382	8e-71	 231
39_23	2_1989	44.98	269	118	6	279	535	4	254	4e-63	 208
39_23	2_2016	51.64	213	87	5	279	479	45	253	9e-59	 195
39_23	2_1946	44.41	295	92	10	257	491	39	321	2e-57	 196
39_23	2_2094	50.59	170	57	7	259	424	36	182	2e-38	 136
39_23	2_2067	39.88	173	77	4	343	496	1	165	7e-29	 111
39_23	2_2243	54.69	64	27	1	253	316	13	74	3e-15	69.7
39_24	2_1571	86.91	191	25	0	1	191	1	191	2e-125	 352
39_25	2_1572	81.90	580	87	3	1	580	1	562	0.0	 920
39_25	2_1734	40.21	485	254	12	105	577	1	461	7e-97	 303
39_25	2_1092	32.78	479	263	14	104	563	2	440	5e-67	 224
39_26	2_1573	90.32	310	30	0	1	310	1	310	0.0	 580
39_26	2_1245	27.65	311	214	6	5	308	2	308	7e-28	 107
39_26	2_653	25.79	318	205	8	5	308	2	302	3e-22	90.9
39_26	2_1186	37.17	113	69	2	183	294	182	293	2e-11	60.5
39_26	2_656	22.73	110	76	2	186	290	195	300	2e-04	38.5
39_27	2_1574	78.95	399	74	1	1	399	1	389	0.0	 642
39_27	2_652	40.43	141	84	0	2	142	4	144	3e-34	 122
39_27	2_889	42.66	143	79	3	1	141	484	625	2e-28	 113
39_27	2_640	39.76	83	47	2	312	394	4	83	1e-10	55.1
39_27	2_14	31.00	100	65	2	13	112	506	601	1e-08	52.8
39_27	2_1897	23.40	141	102	4	4	140	6	144	8e-08	47.8
39_27	2_1831	30.34	89	59	2	310	398	2	87	1e-07	46.6
39_27	2_1014	24.66	146	99	5	4	140	7	150	6e-07	45.1
39_27	2_1709	25.68	148	104	3	4	147	551	696	3e-06	45.4
39_28	2_1575	97.31	334	9	0	1	334	1	334	0.0	 673
39_28	2_1418	30.60	317	205	8	1	311	6	313	1e-38	 138
39_28	2_1185	23.20	319	224	7	3	312	4	310	5e-22	90.9
39_28	2_1472	24.12	311	220	5	3	307	4	304	1e-14	70.1
39_28	2_1426	22.49	338	225	11	1	327	8	319	3e-13	65.9
39_28	2_1318	21.23	325	242	8	3	323	11	325	9e-09	52.4
39_28	2_977	21.47	326	233	9	1	316	13	325	6e-04	37.4
39_29	2_1576	88.84	251	28	0	1	251	1	251	2e-167	 464
39_29	2_573	30.49	223	149	3	1	223	1	217	5e-28	 105
39_29	2_750	28.11	217	152	3	1	215	1	215	5e-27	 102
39_29	2_1691	30.80	250	151	7	1	234	1	244	6e-27	 102
39_29	2_951	30.22	225	148	3	1	218	1	223	4e-25	99.0
39_29	2_1593	26.89	238	157	4	1	227	1	232	1e-24	97.4
39_29	2_1371	25.00	240	165	5	1	233	3	234	2e-22	90.1
39_29	2_1681	29.36	235	149	6	1	225	1	228	8e-22	88.2
39_29	2_1799	27.06	218	148	4	1	214	3	213	8e-22	87.8
39_29	2_1448	29.76	252	151	7	1	240	9	246	9e-22	88.6
39_29	2_1070	27.11	225	157	4	1	223	19	238	3e-21	87.8
39_29	2_998	26.41	231	160	6	2	224	6	234	1e-20	85.1
39_29	2_124	29.66	236	149	6	1	231	1	224	3e-20	83.2
39_29	2_1800	25.89	224	152	6	1	215	2	220	3e-20	83.2
39_29	2_1192	26.24	221	153	6	1	215	5	221	3e-19	80.5
39_29	2_895	30.97	226	138	7	1	215	7	225	3e-19	83.6
39_29	2_58	25.90	251	159	6	1	250	5	229	6e-19	79.7
39_29	2_75	27.60	221	146	6	15	226	376	591	2e-17	77.8
39_29	2_1817	25.00	224	148	5	12	223	296	511	5e-17	76.6
39_29	2_1817	24.67	227	146	7	16	223	25	245	9e-14	66.6
39_29	2_953	25.50	251	173	4	1	240	9	256	7e-17	73.9
39_29	2_1363	28.05	221	114	6	1	207	323	512	1e-16	75.5
