2_0	35_1300	70.66	242	71	0	30	271	1	242	3e-125	 357
2_1	35_1301	93.21	383	26	0	1	383	1	383	0.0	 723
2_2	35_1302	73.39	109	29	0	32	140	2	110	6e-59	 178
2_3	35_1303	87.14	280	36	0	1	280	1	280	0.0	 522
2_4	35_1304	85.83	120	17	0	1	120	1	120	3e-72	 212
2_5	35_1305	94.67	319	17	0	1	319	1	319	0.0	 623
2_6	35_1306	91.62	1158	97	0	1	1158	1	1158	0.0	2196
2_7	35_1307	98.01	402	8	0	1	402	1	402	0.0	 813
2_7	35_1199	38.08	407	229	12	1	401	11	400	7e-73	 233
2_7	35_946	38.65	370	215	8	36	402	48	408	8e-72	 231
2_7	35_949	32.01	353	209	11	61	402	61	393	4e-40	 145
2_7	35_1693	25.97	258	168	8	147	400	142	380	3e-14	70.1
2_8	35_1308	96.10	77	3	0	1	77	1	77	5e-47	 144
2_8	35_1716	28.57	77	52	1	4	77	6	82	3e-05	35.0
2_8	35_955	26.19	84	55	3	1	77	1	84	2e-04	32.7
2_9	35_1309	94.26	244	14	0	1	244	1	244	9e-168	 464
2_9	35_947	39.09	243	138	5	6	241	3	242	3e-47	 156
2_9	35_1584	33.33	228	144	4	7	229	3	227	9e-33	 118
2_9	35_507	29.30	256	163	5	6	243	3	258	2e-28	 107
2_9	35_1534	32.00	250	151	6	1	240	1	241	4e-26	 100
2_9	35_754	30.20	255	158	6	1	242	46	293	2e-22	90.5
2_9	35_1720	26.58	222	145	3	9	224	4	213	1e-21	87.8
2_9	35_1732	26.29	251	173	4	1	241	4	252	5e-19	80.1
2_9	35_1718	24.60	252	166	5	9	240	5	252	1e-16	73.2
2_9	35_1286	26.54	211	144	3	9	214	5	209	2e-14	66.6
2_9	35_665	26.62	263	154	12	3	241	4	251	1e-08	50.4
2_9	35_76	25.00	188	136	3	6	188	7	194	2e-06	43.9
2_9	35_2017	26.92	156	100	7	9	158	6	153	1e-04	38.5
2_10	35_1310	87.78	311	38	0	1	311	1	311	0.0	 570
2_11	35_1311	94.32	317	18	0	1	317	1	317	0.0	 615
2_12	35_1312	89.37	348	37	0	1	348	1	348	0.0	 634
2_13	35_1313	86.98	169	22	0	1	169	1	169	2e-109	 310
2_14	35_993	21.57	649	448	17	29	630	26	660	3e-31	 125
2_14	35_1394	30.71	127	78	4	511	631	18	140	9e-10	57.0
2_14	35_182	26.87	134	90	4	504	632	13	143	6e-09	52.0
2_14	35_1711	29.90	97	61	3	510	600	506	601	2e-06	47.4
2_21	35_1314	78.79	198	42	0	1	198	1	198	9e-112	 318
2_21	35_2062	29.27	164	99	2	21	184	17	163	3e-14	65.1
2_22	35_1315	97.72	1405	32	0	1	1405	1	1405	0.0	2778
