"","x"
"1","OG0000037:"
"2","OG0000049:"
"3","OG0000053:"
"4","OG0000357:"
"5","OG0000374:"
"6","OG0000394:"
"7","OG0000409:"
"8","OG0000446:"
"9","OG0000447:"
"10","OG0000458:"
"11","OG0000466:"
"12","OG0000486:"
"13","OG0000490:"
"14","OG0000567:"
"15","OG0000623:"
"16","OG0000655:"
"17","OG0000656:"
"18","OG0000657:"
"19","OG0000658:"
"20","OG0000680:"
"21","OG0000681:"
"22","OG0000713:"
"23","OG0000724:"
"24","OG0000727:"
"25","OG0000728:"
"26","OG0000730:"
"27","OG0000731:"
"28","OG0000735:"
"29","OG0000743:"
"30","OG0000744:"
"31","OG0000745:"
"32","OG0000746:"
"33","OG0000807:"
"34","OG0000847:"
"35","OG0000891:"
"36","OG0001044:"
"37","OG0001045:"
"38","OG0001047:"
"39","OG0001050:"
"40","OG0001051:"
"41","OG0001084:"
"42","OG0001115:"
"43","OG0001146:"
"44","OG0001154:"
"45","OG0001188:"
"46","OG0001201:"
"47","OG0001220:"
"48","OG0001251:"
"49","OG0001252:"
"50","OG0001290:"
"51","OG0001291:"
"52","OG0001303:"
"53","OG0001305:"
"54","OG0001331:"
"55","OG0001332:"
"56","OG0001341:"
"57","OG0001350:"
"58","OG0001355:"
"59","OG0001373:"
"60","OG0001435:"
"61","OG0001456:"
"62","OG0001468:"
"63","OG0001492:"
"64","OG0001512:"
"65","OG0001562:"
"66","OG0001604:"
"67","OG0001613:"
"68","OG0001615:"
"69","OG0001626:"
"70","OG0001629:"
"71","OG0001647:"
"72","OG0001662:"
"73","OG0001675:"
"74","OG0001678:"
"75","OG0001729:"
"76","OG0001750:"
"77","OG0001776:"
"78","OG0001805:"
"79","OG0001839:"
"80","OG0001840:"
"81","OG0001844:"
"82","OG0001883:"
"83","OG0001885:"
"84","OG0001887:"
"85","OG0001888:"
"86","OG0001898:"
"87","OG0001928:"
"88","OG0001963:"
"89","OG0001972:"
"90","OG0002013:"
"91","OG0002053:"
"92","OG0002058:"
"93","OG0002076:"
"94","OG0002113:"
"95","OG0002163:"
"96","OG0002185:"
"97","OG0002193:"
"98","OG0002206:"
"99","OG0002251:"
"100","OG0002252:"
"101","OG0002305:"
"102","OG0002524:"
"103","OG0002534:"
"104","OG0002554:"
"105","OG0002610:"
"106","OG0002617:"
"107","OG0002731:"
"108","OG0002749:"
"109","OG0002751:"
"110","OG0002752:"
"111","OG0002766:"
"112","OG0002770:"
"113","OG0002771:"
"114","OG0002774:"
"115","OG0002777:"
"116","OG0002781:"
"117","OG0002791:"
"118","OG0002793:"
"119","OG0002796:"
"120","OG0002802:"
"121","OG0002812:"
"122","OG0002813:"
"123","OG0002819:"
"124","OG0002823:"
"125","OG0002828:"
"126","OG0002834:"
"127","OG0002850:"
"128","OG0002858:"
"129","OG0002861:"
"130","OG0002862:"
"131","OG0002871:"
"132","OG0003220:"
"133","OG0003222:"
"134","OG0003223:"
"135","OG0003226:"
"136","OG0003228:"
"137","OG0003236:"
"138","OG0003271:"
"139","OG0003274:"
"140","OG0003279:"
"141","OG0003283:"
"142","OG0003286:"
"143","OG0003290:"
"144","OG0003295:"
"145","OG0003488:"
"146","OG0003658:"
"147","OG0003664:"
"148","OG0003665:"
"149","OG0003666:"
"150","OG0003670:"
"151","OG0003672:"
"152","OG0003676:"
"153","OG0003678:"
"154","OG0003679:"
"155","OG0003681:"
"156","OG0003684:"
"157","OG0003688:"
"158","OG0003695:"
"159","OG0003696:"
"160","OG0003698:"
"161","OG0003700:"
"162","OG0003701:"
"163","OG0003702:"
"164","OG0003708:"
"165","OG0003709:"
"166","OG0003710:"
"167","OG0003711:"
"168","OG0003809:"
"169","OG0003810:"
"170","OG0006227:"
"171","OG0006228:"
