"","x"
"1","OG0000009:"
"2","OG0000170:"
"3","OG0000208:"
"4","OG0000209:"
"5","OG0000223:"
"6","OG0000226:"
"7","OG0000228:"
"8","OG0000308:"
"9","OG0000322:"
"10","OG0000356:"
"11","OG0000375:"
"12","OG0000380:"
"13","OG0000450:"
"14","OG0000451:"
"15","OG0000627:"
"16","OG0000629:"
"17","OG0000637:"
"18","OG0000639:"
"19","OG0000649:"
"20","OG0000651:"
"21","OG0000653:"
"22","OG0000704:"
"23","OG0000706:"
"24","OG0000707:"
"25","OG0000714:"
"26","OG0000715:"
"27","OG0000717:"
"28","OG0000736:"
"29","OG0000737:"
"30","OG0000741:"
"31","OG0000742:"
"32","OG0000764:"
"33","OG0000802:"
"34","OG0000803:"
"35","OG0000815:"
"36","OG0000816:"
"37","OG0000826:"
"38","OG0000830:"
"39","OG0000923:"
"40","OG0000955:"
"41","OG0000965:"
"42","OG0000966:"
"43","OG0000967:"
"44","OG0000975:"
"45","OG0000976:"
"46","OG0001030:"
"47","OG0001065:"
"48","OG0001090:"
"49","OG0001091:"
"50","OG0001092:"
"51","OG0001093:"
"52","OG0001103:"
"53","OG0001113:"
"54","OG0001124:"
"55","OG0001126:"
"56","OG0001127:"
"57","OG0001134:"
"58","OG0001148:"
"59","OG0001149:"
"60","OG0001150:"
"61","OG0001151:"
"62","OG0001153:"
"63","OG0001302:"
"64","OG0001335:"
"65","OG0001357:"
"66","OG0001383:"
"67","OG0001448:"
"68","OG0001514:"
"69","OG0001720:"
"70","OG0001726:"
"71","OG0001727:"
"72","OG0001728:"
"73","OG0001747:"
"74","OG0001767:"
"75","OG0001794:"
"76","OG0001803:"
"77","OG0001811:"
"78","OG0001866:"
"79","OG0001868:"
"80","OG0001878:"
"81","OG0001906:"
"82","OG0001996:"
"83","OG0002019:"
"84","OG0002065:"
"85","OG0002073:"
"86","OG0002081:"
"87","OG0002115:"
"88","OG0002125:"
"89","OG0002194:"
"90","OG0002215:"
"91","OG0002265:"
"92","OG0002279:"
"93","OG0002306:"
