"","x"
"1","OG0000020:"
"2","OG0000131:"
"3","OG0000132:"
"4","OG0000152:"
"5","OG0000199:"
"6","OG0000200:"
"7","OG0000205:"
"8","OG0000206:"
"9","OG0000207:"
"10","OG0000214:"
"11","OG0000224:"
"12","OG0000227:"
"13","OG0000253:"
"14","OG0000275:"
"15","OG0000293:"
"16","OG0000372:"
"17","OG0000386:"
"18","OG0000398:"
"19","OG0000428:"
"20","OG0000431:"
"21","OG0000436:"
"22","OG0000439:"
"23","OG0000440:"
"24","OG0000454:"
"25","OG0000545:"
"26","OG0000556:"
"27","OG0000557:"
"28","OG0000594:"
"29","OG0000595:"
"30","OG0000596:"
"31","OG0000597:"
"32","OG0000599:"
"33","OG0000606:"
"34","OG0000608:"
"35","OG0000609:"
"36","OG0000632:"
"37","OG0000633:"
"38","OG0000654:"
"39","OG0000659:"
"40","OG0000661:"
"41","OG0000662:"
"42","OG0000666:"
"43","OG0000671:"
"44","OG0000698:"
"45","OG0000699:"
"46","OG0000701:"
"47","OG0000758:"
"48","OG0000765:"
"49","OG0000766:"
"50","OG0000778:"
"51","OG0000795:"
"52","OG0000819:"
"53","OG0000822:"
"54","OG0000825:"
"55","OG0000886:"
"56","OG0000887:"
"57","OG0000888:"
"58","OG0000934:"
"59","OG0000935:"
"60","OG0000942:"
"61","OG0000943:"
"62","OG0000944:"
"63","OG0000945:"
"64","OG0001042:"
"65","OG0001094:"
"66","OG0001095:"
"67","OG0001097:"
"68","OG0001100:"
"69","OG0001101:"
"70","OG0001102:"
"71","OG0001111:"
"72","OG0001118:"
"73","OG0001224:"
"74","OG0001227:"
"75","OG0001231:"
"76","OG0001234:"
"77","OG0001235:"
"78","OG0001333:"
"79","OG0001432:"
"80","OG0001515:"
"81","OG0001551:"
"82","OG0001553:"
"83","OG0001566:"
"84","OG0001585:"
"85","OG0001586:"
"86","OG0001587:"
"87","OG0001610:"
"88","OG0001649:"
"89","OG0001657:"
"90","OG0001667:"
"91","OG0001670:"
"92","OG0001681:"
"93","OG0001709:"
"94","OG0001716:"
"95","OG0001718:"
"96","OG0001732:"
"97","OG0001737:"
"98","OG0001745:"
"99","OG0001748:"
"100","OG0001755:"
"101","OG0001756:"
"102","OG0001819:"
"103","OG0001832:"
"104","OG0001877:"
"105","OG0001894:"
"106","OG0001946:"
"107","OG0001947:"
"108","OG0001979:"
"109","OG0001991:"
"110","OG0001992:"
"111","OG0001993:"
"112","OG0002033:"
"113","OG0002071:"
"114","OG0002123:"
"115","OG0002128:"
"116","OG0002143:"
"117","OG0002174:"
"118","OG0002187:"
"119","OG0002191:"
"120","OG0002197:"
"121","OG0002202:"
"122","OG0002211:"
"123","OG0002219:"
"124","OG0002307:"
"125","OG0002309:"
"126","OG0002316:"
"127","OG0002317:"
"128","OG0002331:"
"129","OG0002334:"
"130","OG0002338:"
"131","OG0002343:"
"132","OG0002381:"
"133","OG0002384:"
"134","OG0002385:"
"135","OG0002390:"
"136","OG0002478:"
"137","OG0002487:"
"138","OG0002509:"
"139","OG0002512:"
"140","OG0002513:"
"141","OG0002519:"
"142","OG0002560:"
"143","OG0002630:"
"144","OG0002635:"
"145","OG0002649:"
"146","OG0002707:"
"147","OG0002708:"
"148","OG0002709:"
"149","OG0002710:"
"150","OG0002718:"
"151","OG0002719:"
"152","OG0002721:"
"153","OG0002726:"
"154","OG0002733:"
"155","OG0002995:"
"156","OG0002999:"
"157","OG0003000:"
"158","OG0003005:"
"159","OG0003006:"
"160","OG0003008:"
"161","OG0003011:"
"162","OG0003014:"
"163","OG0003021:"
"164","OG0003022:"
"165","OG0003023:"
"166","OG0003025:"
"167","OG0003026:"
"168","OG0003029:"
"169","OG0003039:"
"170","OG0003095:"
"171","OG0003099:"
"172","OG0003100:"
"173","OG0003105:"
"174","OG0003110:"
"175","OG0003125:"
"176","OG0003126:"
"177","OG0003128:"
"178","OG0003130:"
"179","OG0003131:"
"180","OG0003133:"
"181","OG0003134:"
"182","OG0003139:"
"183","OG0003140:"
"184","OG0003142:"
"185","OG0003145:"
"186","OG0003155:"
"187","OG0003156:"
"188","OG0003160:"
"189","OG0003162:"
"190","OG0003163:"
"191","OG0003164:"
"192","OG0003166:"
"193","OG0003167:"
"194","OG0003168:"
"195","OG0003172:"
"196","OG0003175:"
"197","OG0003511:"
"198","OG0003521:"
"199","OG0003571:"
"200","OG0003574:"
"201","OG0003575:"
"202","OG0003577:"
"203","OG0003578:"
"204","OG0003579:"
"205","OG0003581:"
"206","OG0003586:"
"207","OG0004260:"
"208","OG0004261:"
"209","OG0004262:"
"210","OG0004263:"
"211","OG0004264:"
"212","OG0004265:"
"213","OG0004266:"
"214","OG0004267:"
"215","OG0004268:"
"216","OG0004269:"
"217","OG0004270:"
"218","OG0004271:"
"219","OG0000019:"
"220","OG0000024:"
"221","OG0000040:"
"222","OG0000124:"
"223","OG0000177:"
"224","OG0000201:"
"225","OG0000202:"
"226","OG0000208:"
"227","OG0000212:"
"228","OG0000213:"
"229","OG0000228:"
"230","OG0000236:"
"231","OG0000237:"
"232","OG0000238:"
"233","OG0000274:"
"234","OG0000304:"
"235","OG0000350:"
"236","OG0000377:"
"237","OG0000427:"
"238","OG0000429:"
"239","OG0000430:"
"240","OG0000437:"
"241","OG0000438:"
"242","OG0000443:"
"243","OG0000546:"
"244","OG0000555:"
"245","OG0000584:"
"246","OG0000586:"
"247","OG0000598:"
"248","OG0000607:"
"249","OG0000634:"
"250","OG0000635:"
"251","OG0000663:"
"252","OG0000664:"
"253","OG0000697:"
"254","OG0000779:"
"255","OG0000784:"
"256","OG0000816:"
"257","OG0000817:"
"258","OG0000823:"
"259","OG0000824:"
"260","OG0000827:"
"261","OG0000878:"
"262","OG0000947:"
"263","OG0000950:"
"264","OG0000970:"
"265","OG0000971:"
"266","OG0000973:"
"267","OG0000974:"
"268","OG0000975:"
"269","OG0000980:"
"270","OG0001021:"
"271","OG0001090:"
"272","OG0001091:"
"273","OG0001093:"
"274","OG0001096:"
"275","OG0001104:"
"276","OG0001105:"
"277","OG0001110:"
"278","OG0001116:"
"279","OG0001117:"
"280","OG0001149:"
"281","OG0001168:"
"282","OG0001180:"
"283","OG0001208:"
"284","OG0001225:"
"285","OG0001232:"
"286","OG0001459:"
"287","OG0001488:"
"288","OG0001550:"
"289","OG0001552:"
"290","OG0001572:"
"291","OG0001573:"
"292","OG0001575:"
"293","OG0001576:"
"294","OG0001621:"
"295","OG0001689:"
"296","OG0001704:"
"297","OG0001715:"
"298","OG0001740:"
"299","OG0001757:"
"300","OG0001776:"
"301","OG0001782:"
"302","OG0001896:"
"303","OG0001900:"
"304","OG0001907:"
"305","OG0002077:"
"306","OG0002122:"
"307","OG0002137:"
"308","OG0002141:"
"309","OG0002184:"
"310","OG0002198:"
"311","OG0002199:"
"312","OG0002201:"
"313","OG0002209:"
"314","OG0002210:"
"315","OG0002212:"
"316","OG0002221:"
"317","OG0002240:"
"318","OG0002308:"
"319","OG0002311:"
"320","OG0002312:"
"321","OG0002314:"
"322","OG0002319:"
"323","OG0002323:"
"324","OG0002329:"
"325","OG0002337:"
"326","OG0002339:"
"327","OG0002344:"
"328","OG0002346:"
"329","OG0002347:"
"330","OG0002360:"
"331","OG0002433:"
"332","OG0002458:"
"333","OG0002459:"
"334","OG0002464:"
"335","OG0002471:"
"336","OG0002475:"
"337","OG0002483:"
"338","OG0002486:"
"339","OG0002490:"
"340","OG0002492:"
"341","OG0002515:"
"342","OG0002517:"
"343","OG0002613:"
"344","OG0002615:"
"345","OG0002626:"
"346","OG0002638:"
"347","OG0002652:"
"348","OG0002713:"
"349","OG0002725:"
"350","OG0002727:"
"351","OG0002729:"
"352","OG0003003:"
"353","OG0003007:"
"354","OG0003012:"
"355","OG0003028:"
"356","OG0003032:"
"357","OG0003035:"
"358","OG0003094:"
"359","OG0003096:"
"360","OG0003098:"
"361","OG0003102:"
"362","OG0003103:"
"363","OG0003104:"
"364","OG0003106:"
"365","OG0003107:"
"366","OG0003111:"
"367","OG0003112:"
"368","OG0003115:"
"369","OG0003117:"
"370","OG0003120:"
"371","OG0003123:"
"372","OG0003124:"
"373","OG0003127:"
"374","OG0003129:"
"375","OG0003136:"
"376","OG0003137:"
"377","OG0003138:"
"378","OG0003144:"
"379","OG0003147:"
"380","OG0003148:"
"381","OG0003151:"
"382","OG0003152:"
"383","OG0003154:"
"384","OG0003161:"
"385","OG0003171:"
"386","OG0003174:"
"387","OG0003178:"
"388","OG0003444:"
"389","OG0003572:"
"390","OG0003576:"
"391","OG0003580:"
"392","OG0003582:"
"393","OG0003584:"
"394","OG0003585:"
"395","OG0003587:"
"396","OG0003588:"
"397","OG0003589:"
"398","OG0003590:"
"399","OG0003591:"
"400","OG0000010:"
"401","OG0000048:"
"402","OG0000072:"
"403","OG0000105:"
"404","OG0000120:"
"405","OG0000123:"
"406","OG0000195:"
"407","OG0000196:"
"408","OG0000209:"
"409","OG0000210:"
"410","OG0000225:"
"411","OG0000235:"
"412","OG0000300:"
"413","OG0000301:"
"414","OG0000302:"
"415","OG0000318:"
"416","OG0000334:"
"417","OG0000396:"
"418","OG0000404:"
"419","OG0000442:"
"420","OG0000554:"
"421","OG0000583:"
"422","OG0000585:"
"423","OG0000587:"
"424","OG0000600:"
"425","OG0000601:"
"426","OG0000603:"
"427","OG0000624:"
"428","OG0000636:"
"429","OG0000637:"
"430","OG0000639:"
"431","OG0000657:"
"432","OG0000667:"
"433","OG0000668:"
"434","OG0000669:"
"435","OG0000681:"
"436","OG0000752:"
"437","OG0000754:"
"438","OG0000812:"
"439","OG0000814:"
"440","OG0000815:"
"441","OG0000882:"
"442","OG0000883:"
"443","OG0000885:"
"444","OG0000907:"
"445","OG0000937:"
"446","OG0000939:"
"447","OG0000941:"
"448","OG0000948:"
"449","OG0000968:"
"450","OG0001012:"
"451","OG0001015:"
"452","OG0001053:"
"453","OG0001077:"
"454","OG0001092:"
"455","OG0001099:"
"456","OG0001103:"
"457","OG0001109:"
"458","OG0001115:"
"459","OG0001119:"
"460","OG0001142:"
"461","OG0001150:"
"462","OG0001151:"
"463","OG0001167:"
"464","OG0001199:"
"465","OG0001226:"
"466","OG0001228:"
"467","OG0001229:"
"468","OG0001230:"
"469","OG0001236:"
"470","OG0001284:"
"471","OG0001301:"
"472","OG0001407:"
"473","OG0001455:"
"474","OG0001480:"
"475","OG0001557:"
"476","OG0001571:"
"477","OG0001580:"
"478","OG0001593:"
"479","OG0001608:"
"480","OG0001647:"
"481","OG0001658:"
"482","OG0001691:"
"483","OG0001703:"
"484","OG0001720:"
"485","OG0001742:"
"486","OG0001747:"
