"","x"
"1","OG0000076:"
"2","OG0000138:"
"3","OG0000158:"
"4","OG0000160:"
"5","OG0000189:"
"6","OG0000217:"
"7","OG0000300:"
"8","OG0000342:"
"9","OG0000435:"
"10","OG0000496:"
"11","OG0000499:"
"12","OG0000531:"
"13","OG0000532:"
"14","OG0000544:"
"15","OG0000565:"
"16","OG0000566:"
"17","OG0000569:"
"18","OG0000578:"
"19","OG0000579:"
"20","OG0000618:"
"21","OG0000625:"
"22","OG0000642:"
"23","OG0000643:"
"24","OG0000645:"
"25","OG0000650:"
"26","OG0000652:"
"27","OG0000684:"
"28","OG0000685:"
"29","OG0000694:"
"30","OG0000829:"
"31","OG0000872:"
"32","OG0000893:"
"33","OG0000894:"
"34","OG0000918:"
"35","OG0000931:"
"36","OG0000932:"
"37","OG0000939:"
"38","OG0000940:"
"39","OG0000956:"
"40","OG0000957:"
"41","OG0000983:"
"42","OG0000984:"
"43","OG0001021:"
"44","OG0001022:"
"45","OG0001031:"
"46","OG0001086:"
"47","OG0001087:"
"48","OG0001099:"
"49","OG0001106:"
"50","OG0001135:"
"51","OG0001136:"
"52","OG0001140:"
"53","OG0001141:"
"54","OG0001152:"
"55","OG0001185:"
"56","OG0001186:"
"57","OG0001187:"
"58","OG0001189:"
"59","OG0001191:"
"60","OG0001225:"
"61","OG0001236:"
"62","OG0001287:"
"63","OG0001289:"
"64","OG0001294:"
"65","OG0001330:"
"66","OG0001340:"
"67","OG0001438:"
"68","OG0001455:"
"69","OG0001547:"
"70","OG0001548:"
"71","OG0001594:"
"72","OG0001617:"
"73","OG0001633:"
"74","OG0001636:"
"75","OG0001674:"
"76","OG0001687:"
"77","OG0001721:"
"78","OG0001778:"
"79","OG0001818:"
"80","OG0001943:"
"81","OG0001964:"
"82","OG0001965:"
"83","OG0001998:"
"84","OG0002045:"
"85","OG0002064:"
"86","OG0002067:"
"87","OG0002079:"
"88","OG0002129:"
"89","OG0002132:"
"90","OG0002189:"
"91","OG0002190:"
"92","OG0002227:"
"93","OG0002228:"
"94","OG0002239:"
"95","OG0002266:"
"96","OG0002282:"
"97","OG0002313:"
"98","OG0002324:"
"99","OG0002340:"
"100","OG0002346:"
"101","OG0002354:"
"102","OG0002380:"
"103","OG0002388:"
"104","OG0002433:"
"105","OG0002442:"
"106","OG0002463:"
"107","OG0002476:"
"108","OG0002482:"
"109","OG0002483:"
"110","OG0002485:"
"111","OG0002492:"
"112","OG0002508:"
"113","OG0002511:"
"114","OG0002515:"
"115","OG0002517:"
"116","OG0002609:"
"117","OG0002613:"
"118","OG0002615:"
"119","OG0002619:"
"120","OG0002629:"
"121","OG0002711:"
"122","OG0002712:"
"123","OG0002713:"
"124","OG0002714:"
"125","OG0002716:"
"126","OG0002720:"
"127","OG0002724:"
"128","OG0002998:"
"129","OG0003010:"
"130","OG0003012:"
"131","OG0003020:"
"132","OG0003024:"
"133","OG0003030:"
"134","OG0003056:"
"135","OG0003094:"
"136","OG0003097:"
"137","OG0003098:"
"138","OG0003106:"
"139","OG0003107:"
"140","OG0003108:"
"141","OG0003112:"
"142","OG0003113:"
"143","OG0003116:"
"144","OG0003118:"
"145","OG0003119:"
"146","OG0003120:"
"147","OG0003121:"
"148","OG0003122:"
"149","OG0003127:"
"150","OG0003135:"
"151","OG0003137:"
"152","OG0003138:"
"153","OG0003146:"
"154","OG0003147:"
"155","OG0003148:"
"156","OG0003150:"
"157","OG0003154:"
"158","OG0003157:"
"159","OG0003158:"
"160","OG0003161:"
"161","OG0003165:"
"162","OG0003170:"
"163","OG0003174:"
"164","OG0003572:"
"165","OG0003573:"
"166","OG0003576:"
"167","OG0003580:"
"168","OG0003582:"
"169","OG0003583:"
"170","OG0003584:"
"171","OG0004254:"
"172","OG0004255:"
"173","OG0004256:"
"174","OG0004257:"
"175","OG0004258:"
"176","OG0004259:"
"177","OG0000051:"
"178","OG0000066:"
"179","OG0000129:"
"180","OG0000157:"
"181","OG0000166:"
"182","OG0000178:"
"183","OG0000254:"
"184","OG0000298:"
"185","OG0000299:"
"186","OG0000301:"
"187","OG0000360:"
"188","OG0000362:"
"189","OG0000372:"
"190","OG0000399:"
"191","OG0000407:"
"192","OG0000494:"
"193","OG0000495:"
"194","OG0000540:"
"195","OG0000543:"
"196","OG0000568:"
"197","OG0000570:"
"198","OG0000571:"
"199","OG0000572:"
"200","OG0000574:"
"201","OG0000575:"
"202","OG0000577:"
"203","OG0000585:"
"204","OG0000619:"
"205","OG0000655:"
"206","OG0000658:"
"207","OG0000677:"
"208","OG0000686:"
"209","OG0000777:"
"210","OG0000828:"
"211","OG0000831:"
"212","OG0000834:"
"213","OG0000871:"
"214","OG0000873:"
"215","OG0000916:"
"216","OG0000917:"
"217","OG0000930:"
"218","OG0000933:"
"219","OG0000935:"
"220","OG0000941:"
"221","OG0000942:"
"222","OG0000943:"
"223","OG0000944:"
"224","OG0001001:"
"225","OG0001008:"
"226","OG0001012:"
"227","OG0001030:"
"228","OG0001034:"
"229","OG0001061:"
"230","OG0001062:"
"231","OG0001063:"
"232","OG0001076:"
"233","OG0001097:"
"234","OG0001107:"
"235","OG0001132:"
"236","OG0001190:"
"237","OG0001192:"
"238","OG0001200:"
"239","OG0001201:"
"240","OG0001211:"
"241","OG0001221:"
"242","OG0001226:"
"243","OG0001233:"
"244","OG0001235:"
"245","OG0001237:"
"246","OG0001272:"
"247","OG0001279:"
"248","OG0001288:"
"249","OG0001293:"
"250","OG0001295:"
"251","OG0001296:"
"252","OG0001432:"
"253","OG0001453:"
"254","OG0001472:"
"255","OG0001486:"
"256","OG0001490:"
"257","OG0001508:"
"258","OG0001546:"
"259","OG0001557:"
"260","OG0001564:"
"261","OG0001591:"
"262","OG0001631:"
"263","OG0001632:"
"264","OG0001634:"
"265","OG0001638:"
"266","OG0001670:"
"267","OG0001683:"
"268","OG0001686:"
"269","OG0001691:"
"270","OG0001699:"
"271","OG0001703:"
"272","OG0001724:"
"273","OG0001762:"
"274","OG0001793:"
"275","OG0001812:"
"276","OG0001813:"
"277","OG0001821:"
"278","OG0001866:"
"279","OG0001890:"
"280","OG0001906:"
"281","OG0001931:"
"282","OG0001991:"
"283","OG0002023:"
"284","OG0002065:"
"285","OG0002071:"
"286","OG0002073:"
"287","OG0002085:"
"288","OG0002114:"
"289","OG0002127:"
"290","OG0002195:"
"291","OG0002204:"
"292","OG0002216:"
"293","OG0002278:"
"294","OG0002330:"
"295","OG0002342:"
"296","OG0002379:"
"297","OG0002383:"
"298","OG0002389:"
"299","OG0002390:"
"300","OG0002391:"
"301","OG0002472:"
"302","OG0002474:"
"303","OG0002479:"
"304","OG0002487:"
"305","OG0002513:"
"306","OG0002519:"
"307","OG0002560:"
"308","OG0002632:"
"309","OG0002633:"
"310","OG0002709:"
"311","OG0002715:"
"312","OG0002718:"
"313","OG0002719:"
"314","OG0002722:"
"315","OG0002995:"
"316","OG0002996:"
"317","OG0002997:"
"318","OG0003004:"
"319","OG0003005:"
"320","OG0003006:"
"321","OG0003009:"
"322","OG0003011:"
"323","OG0003013:"
"324","OG0003019:"
"325","OG0003021:"
"326","OG0003022:"
"327","OG0003025:"
"328","OG0003029:"
"329","OG0003031:"
"330","OG0003034:"
"331","OG0003065:"
"332","OG0003099:"
"333","OG0003101:"
"334","OG0003105:"
"335","OG0003109:"
"336","OG0003110:"
"337","OG0003114:"
"338","OG0003125:"
"339","OG0003132:"
"340","OG0003133:"
"341","OG0003134:"
"342","OG0003139:"
"343","OG0003141:"
"344","OG0003142:"
"345","OG0003143:"
"346","OG0003149:"
"347","OG0003153:"
"348","OG0003155:"
"349","OG0003159:"
"350","OG0003162:"
"351","OG0003163:"
"352","OG0003167:"
