"","x"
"1","OG0000123:"
"2","OG0000124:"
"3","OG0000187:"
"4","OG0000188:"
"5","OG0000190:"
"6","OG0000191:"
"7","OG0000197:"
"8","OG0000198:"
"9","OG0000243:"
"10","OG0000311:"
"11","OG0000313:"
"12","OG0000314:"
"13","OG0000324:"
"14","OG0000325:"
"15","OG0000326:"
"16","OG0000327:"
"17","OG0000328:"
"18","OG0000338:"
"19","OG0000350:"
"20","OG0000391:"
"21","OG0000392:"
"22","OG0000397:"
"23","OG0000524:"
"24","OG0000593:"
"25","OG0000602:"
"26","OG0000603:"
"27","OG0000610:"
"28","OG0000646:"
"29","OG0000647:"
"30","OG0000648:"
"31","OG0000708:"
"32","OG0000722:"
"33","OG0000804:"
"34","OG0000808:"
"35","OG0000831:"
"36","OG0000832:"
"37","OG0000853:"
"38","OG0000865:"
"39","OG0000901:"
"40","OG0000903:"
"41","OG0000911:"
"42","OG0000912:"
"43","OG0000961:"
"44","OG0000962:"
"45","OG0000968:"
"46","OG0000990:"
"47","OG0000991:"
"48","OG0000994:"
"49","OG0000995:"
"50","OG0001001:"
"51","OG0001002:"
"52","OG0001003:"
"53","OG0001004:"
"54","OG0001307:"
"55","OG0001309:"
"56","OG0001310:"
"57","OG0001314:"
"58","OG0001352:"
"59","OG0001405:"
"60","OG0001406:"
"61","OG0001578:"
"62","OG0001579:"
"63","OG0001632:"
"64","OG0001663:"
"65","OG0001713:"
"66","OG0001739:"
"67","OG0001759:"
"68","OG0001764:"
"69","OG0001785:"
"70","OG0001789:"
"71","OG0001792:"
"72","OG0001802:"
"73","OG0001837:"
"74","OG0001848:"
"75","OG0001861:"
"76","OG0001870:"
"77","OG0001940:"
"78","OG0001961:"
"79","OG0002010:"
"80","OG0002049:"
"81","OG0002051:"
"82","OG0002130:"
"83","OG0002148:"
"84","OG0002154:"
"85","OG0002255:"
"86","OG0002257:"
"87","OG0002259:"
"88","OG0002260:"
"89","OG0002263:"
"90","OG0002537:"
"91","OG0002761:"
"92","OG0003060:"
"93","OG0003232:"
"94","OG0003300:"
"95","OG0003306:"
"96","OG0003311:"
"97","OG0003315:"
"98","OG0003316:"
"99","OG0003319:"
"100","OG0003320:"
"101","OG0003321:"
"102","OG0003324:"
"103","OG0003331:"
"104","OG0003332:"
"105","OG0003333:"
"106","OG0003334:"
"107","OG0003337:"
