"","x"
"1","OG0000027:"
"2","OG0000055:"
"3","OG0000056:"
"4","OG0000121:"
"5","OG0000154:"
"6","OG0000360:"
"7","OG0000377:"
"8","OG0000378:"
"9","OG0000395:"
"10","OG0000589:"
"11","OG0000667:"
"12","OG0000668:"
"13","OG0000670:"
"14","OG0000702:"
"15","OG0000729:"
"16","OG0000749:"
"17","OG0000750:"
"18","OG0000751:"
"19","OG0000752:"
"20","OG0000753:"
"21","OG0000777:"
"22","OG0000790:"
"23","OG0000792:"
"24","OG0000793:"
"25","OG0000794:"
"26","OG0000799:"
"27","OG0000823:"
"28","OG0000824:"
"29","OG0000827:"
"30","OG0000841:"
"31","OG0000842:"
"32","OG0000846:"
"33","OG0000879:"
"34","OG0000880:"
"35","OG0000881:"
"36","OG0000892:"
"37","OG0001007:"
"38","OG0001009:"
"39","OG0001020:"
"40","OG0001039:"
"41","OG0001109:"
"42","OG0001132:"
"43","OG0001133:"
"44","OG0001144:"
"45","OG0001158:"
"46","OG0001200:"
"47","OG0001205:"
"48","OG0001215:"
"49","OG0001216:"
"50","OG0001253:"
"51","OG0001254:"
"52","OG0001255:"
"53","OG0001494:"
"54","OG0001529:"
"55","OG0001534:"
"56","OG0001541:"
"57","OG0001542:"
"58","OG0001561:"
"59","OG0001563:"
"60","OG0001564:"
"61","OG0001591:"
"62","OG0001592:"
"63","OG0001605:"
"64","OG0001625:"
"65","OG0001628:"
"66","OG0001635:"
"67","OG0001642:"
"68","OG0001643:"
"69","OG0001660:"
"70","OG0001700:"
"71","OG0001717:"
"72","OG0001777:"
"73","OG0001838:"
"74","OG0001860:"
"75","OG0001892:"
"76","OG0001910:"
"77","OG0001911:"
"78","OG0001913:"
"79","OG0001915:"
"80","OG0001916:"
"81","OG0001923:"
"82","OG0001929:"
"83","OG0001942:"
"84","OG0001949:"
"85","OG0001955:"
"86","OG0002009:"
"87","OG0002044:"
"88","OG0002121:"
"89","OG0002122:"
"90","OG0002155:"
"91","OG0002231:"
"92","OG0002268:"
"93","OG0002275:"
"94","OG0002378:"
"95","OG0002379:"
"96","OG0002386:"
"97","OG0002404:"
"98","OG0002428:"
"99","OG0002429:"
"100","OG0002432:"
"101","OG0002436:"
"102","OG0002438:"
"103","OG0002439:"
"104","OG0002450:"
"105","OG0002507:"
"106","OG0002599:"
"107","OG0002605:"
"108","OG0002623:"
"109","OG0002644:"
"110","OG0002651:"
"111","OG0002667:"
"112","OG0002735:"
"113","OG0002740:"
"114","OG0002748:"
"115","OG0002893:"
"116","OG0002946:"
"117","OG0002967:"
"118","OG0002992:"
"119","OG0003190:"
"120","OG0003208:"
"121","OG0003267:"
"122","OG0003268:"
