"","x"
"1","OG0000028:"
"2","OG0000057:"
"3","OG0000062:"
"4","OG0000096:"
"5","OG0000159:"
"6","OG0000161:"
"7","OG0000181:"
"8","OG0000215:"
"9","OG0000216:"
"10","OG0000232:"
"11","OG0000260:"
"12","OG0000261:"
"13","OG0000312:"
"14","OG0000333:"
"15","OG0000405:"
"16","OG0000421:"
"17","OG0000422:"
"18","OG0000456:"
"19","OG0000457:"
"20","OG0000468:"
"21","OG0000477:"
"22","OG0000478:"
"23","OG0000584:"
"24","OG0000585:"
"25","OG0000693:"
"26","OG0000695:"
"27","OG0000896:"
"28","OG0000919:"
"29","OG0000921:"
"30","OG0000982:"
"31","OG0001006:"
"32","OG0001178:"
"33","OG0001179:"
"34","OG0001182:"
"35","OG0001388:"
"36","OG0001427:"
"37","OG0001497:"
"38","OG0001499:"
"39","OG0001500:"
"40","OG0001537:"
"41","OG0001565:"
"42","OG0001601:"
"43","OG0001834:"
"44","OG0001849:"
"45","OG0001852:"
"46","OG0001925:"
"47","OG0001987:"
"48","OG0002015:"
"49","OG0002074:"
"50","OG0002086:"
"51","OG0002246:"
"52","OG0002248:"
"53","OG0002295:"
"54","OG0002387:"
"55","OG0002522:"
"56","OG0002538:"
"57","OG0002744:"
"58","OG0003296:"
"59","OG0003298:"
"60","OG0003301:"
"61","OG0003302:"
"62","OG0003307:"
"63","OG0003308:"
"64","OG0003310:"
"65","OG0003312:"
"66","OG0003317:"
"67","OG0003318:"
"68","OG0003322:"
"69","OG0003326:"
"70","OG0003327:"
"71","OG0003328:"
"72","OG0003335:"
"73","OG0003336:"
"74","OG0003341:"
"75","OG0003342:"
"76","OG0003343:"
"77","OG0003349:"
"78","OG0003351:"
"79","OG0003352:"
"80","OG0003353:"
"81","OG0003354:"
"82","OG0003356:"
"83","OG0003361:"
"84","OG0003365:"
"85","OG0003367:"
"86","OG0003372:"
"87","OG0003375:"
"88","OG0003378:"
"89","OG0003379:"
"90","OG0003384:"
"91","OG0003432:"
"92","OG0003491:"
"93","OG0003538:"
"94","OG0003661:"
"95","OG0003812:"
"96","OG0003822:"
"97","OG0003823:"
"98","OG0003826:"
"99","OG0003833:"
"100","OG0003835:"
"101","OG0003842:"
"102","OG0003848:"
"103","OG0003856:"
"104","OG0003857:"
"105","OG0003859:"
"106","OG0003860:"
"107","OG0003861:"
"108","OG0003872:"
"109","OG0003873:"
"110","OG0003874:"
"111","OG0003875:"
"112","OG0003876:"
"113","OG0003877:"
"114","OG0003882:"
"115","OG0003883:"
"116","OG0003884:"
"117","OG0003885:"
"118","OG0003886:"
"119","OG0003887:"
"120","OG0003888:"
"121","OG0003889:"
"122","OG0003893:"
"123","OG0003894:"
"124","OG0003896:"
"125","OG0003897:"
"126","OG0003898:"
"127","OG0003899:"
"128","OG0006389:"
"129","OG0006390:"
"130","OG0006391:"
"131","OG0006392:"
"132","OG0006393:"
"133","OG0006394:"
"134","OG0006395:"
"135","OG0006396:"
"136","OG0006397:"
"137","OG0006398:"
"138","OG0006399:"
"139","OG0006400:"
"140","OG0006401:"
"141","OG0006402:"
"142","OG0006403:"
"143","OG0006404:"
"144","OG0006405:"
"145","OG0006406:"
"146","OG0006407:"
