"","x"
"1","OG0000001:"
"2","OG0000005:"
"3","OG0000006:"
"4","OG0000013:"
"5","OG0000017:"
"6","OG0000025:"
"7","OG0000043:"
"8","OG0000063:"
"9","OG0000070:"
"10","OG0000109:"
"11","OG0000137:"
"12","OG0000155:"
"13","OG0000210:"
"14","OG0000211:"
"15","OG0000213:"
"16","OG0000219:"
"17","OG0000254:"
"18","OG0000255:"
"19","OG0000256:"
"20","OG0000257:"
"21","OG0000321:"
"22","OG0000351:"
"23","OG0000383:"
"24","OG0000396:"
"25","OG0000411:"
"26","OG0000419:"
"27","OG0000473:"
"28","OG0000474:"
"29","OG0000527:"
"30","OG0000558:"
"31","OG0000559:"
"32","OG0000560:"
"33","OG0000561:"
"34","OG0000630:"
"35","OG0000689:"
"36","OG0000690:"
"37","OG0000691:"
"38","OG0000775:"
"39","OG0000776:"
"40","OG0000878:"
"41","OG0000885:"
"42","OG0000992:"
"43","OG0000993:"
"44","OG0000999:"
"45","OG0001000:"
"46","OG0001012:"
"47","OG0001015:"
"48","OG0001104:"
"49","OG0001105:"
"50","OG0001128:"
"51","OG0001129:"
"52","OG0001137:"
"53","OG0001138:"
"54","OG0001207:"
"55","OG0001221:"
"56","OG0001222:"
"57","OG0001226:"
"58","OG0001240:"
"59","OG0001285:"
"60","OG0001286:"
"61","OG0001313:"
"62","OG0001322:"
"63","OG0001379:"
"64","OG0001380:"
"65","OG0001397:"
"66","OG0001416:"
"67","OG0001433:"
"68","OG0001440:"
"69","OG0001443:"
"70","OG0001447:"
"71","OG0001457:"
"72","OG0001498:"
"73","OG0001510:"
"74","OG0001511:"
"75","OG0001513:"
"76","OG0001533:"
"77","OG0001606:"
"78","OG0001608:"
"79","OG0001609:"
"80","OG0001637:"
"81","OG0001648:"
"82","OG0001658:"
"83","OG0001668:"
"84","OG0001672:"
"85","OG0001682:"
"86","OG0001696:"
"87","OG0001707:"
"88","OG0001731:"
"89","OG0001813:"
"90","OG0001823:"
"91","OG0001876:"
"92","OG0001886:"
"93","OG0001890:"
"94","OG0001934:"
"95","OG0002082:"
"96","OG0002084:"
"97","OG0002127:"
"98","OG0002166:"
"99","OG0002195:"
"100","OG0002199:"
"101","OG0002204:"
"102","OG0002209:"
"103","OG0002210:"
"104","OG0002213:"
"105","OG0002220:"
"106","OG0002223:"
"107","OG0002226:"
"108","OG0002230:"
"109","OG0002241:"
"110","OG0002310:"
"111","OG0002312:"
"112","OG0002318:"
"113","OG0002328:"
"114","OG0002336:"
"115","OG0002337:"
"116","OG0002339:"
"117","OG0002342:"
"118","OG0002352:"
"119","OG0002391:"
"120","OG0002408:"
"121","OG0002464:"
"122","OG0002467:"
"123","OG0002486:"
"124","OG0002490:"
"125","OG0002516:"
"126","OG0002621:"
"127","OG0002647:"
"128","OG0002715:"
"129","OG0002722:"
"130","OG0002723:"
"131","OG0002728:"
"132","OG0002729:"
"133","OG0003033:"
"134","OG0003096:"
"135","OG0003101:"
"136","OG0003102:"
"137","OG0003103:"
"138","OG0003104:"
"139","OG0003109:"
"140","OG0003111:"
"141","OG0003114:"
"142","OG0003115:"
"143","OG0003117:"
"144","OG0003123:"
"145","OG0003124:"
"146","OG0003129:"
"147","OG0003132:"
"148","OG0003136:"
"149","OG0003141:"
"150","OG0003143:"
"151","OG0003144:"
"152","OG0003149:"
"153","OG0003151:"
"154","OG0003152:"
"155","OG0003153:"
"156","OG0003169:"
"157","OG0003171:"
"158","OG0003173:"
"159","OG0003176:"
"160","OG0003177:"
"161","OG0003587:"
"162","OG0003589:"
"163","OG0003590:"
"164","OG0004272:"
"165","OG0004273:"
"166","OG0004274:"
"167","OG0004275:"
"168","OG0000007:"
"169","OG0000036:"
